source_session_path,site,garage,connection_time,disconnect_time,energy_delivered_kwh,maximum_observed_power_kw,maximum_pilot_a,source_compressed_bytes,resource_id
time series data/caltech/N_Wilson_Garage_01/2-137-521-3844-2020-04-17T22-43-15-609107.csv.gz,caltech,N_Wilson_Garage_01,2020-04-17T22:43:15.609107+00:00,2020-04-17T22:43:18.963362+00:00,44.45,45.3174,124.0,261,ev_0239
time series data/caltech/California_Garage_01/2-39-89-25-2018-05-31T07-29-05-374221.csv.gz,caltech,California_Garage_01,2018-05-31T07:29:05+00:00,2018-05-31T08:04:21+00:00,3.94566,7.162,,6599,ev_0240
time series data/caltech/California_Garage_01/2-39-139-28-2020-01-07T16-14-11-372907.csv.gz,caltech,California_Garage_01,2020-01-07T16:14:25+00:00,2020-01-08T01:00:26+00:00,11.31098,3.583,32.0,57935,ev_0241
time series data/caltech/California_Garage_01/2-39-91-437-2019-12-19T20-41-48-834532.csv.gz,caltech,California_Garage_01,2019-12-19T20:42:05+00:00,2019-12-20T00:00:29+00:00,3.38824,3.47,32.0,22193,ev_0242
time series data/caltech/California_Garage_01/2-39-88-438-2019-05-10T18-54-54-298225.csv.gz,caltech,California_Garage_01,2019-05-10T18:54:54+00:00,2019-05-11T10:39:17+00:00,17.90813,6.742,32.0,81380,ev_0243
time series data/caltech/California_Garage_01/2-39-78-362-2019-06-14T19-38-25-643263.csv.gz,caltech,California_Garage_01,2019-06-14T19:38:28+00:00,2019-06-15T02:18:07+00:00,7.03759,3.57843,0.0,54785,ev_0244
time series data/caltech/LIGO_01/2-154-492-3388-2020-02-04T16-28-28-956258.csv.gz,caltech,LIGO_01,2020-02-04T16:28:50+00:00,2020-02-05T00:52:29+00:00,8.8078,3.415,32.0,46629,ev_0245
time series data/caltech/California_Garage_01/2-39-139-28-2019-11-21T02-33-11-931709.csv.gz,caltech,California_Garage_01,2019-11-21T02:33:13+00:00,2019-11-21T04:27:26+00:00,6.00607,6.592,32.0,22229,ev_0246
time series data/caltech/California_Garage_01/2-39-125-21-2018-06-09T15-44-28-349282.csv.gz,caltech,California_Garage_01,2018-06-09T15:44:28+00:00,2018-06-09T19:17:16+00:00,14.10805,7.052,,31227,ev_0247
time series data/caltech/California_Garage_01/2-39-79-383-2018-05-12T02-19-51-956628.csv.gz,caltech,California_Garage_01,2018-05-12T02:19:55+00:00,2018-05-12T04:41:43+00:00,6.22617,3.457,,27720,ev_0248
time series data/caltech/California_Garage_01/2-39-78-365-2019-02-15T21-26-46-666273.csv.gz,caltech,California_Garage_01,2019-02-15T21:26:49+00:00,2019-02-16T02:42:08+00:00,6.6059,3.5073,0.0,34682,ev_0249
time series data/caltech/California_Garage_02/2-6-3-1362-2020-03-15T23-44-15-784304.csv.gz,caltech,California_Garage_02,2020-03-15T23:44:17+00:00,2020-03-16T01:11:17+00:00,8.71983,6.67534,0.0,17884,ev_0250
time series data/caltech/California_Garage_01/2-39-89-25-2018-10-02T11-40-23-894001.csv.gz,caltech,California_Garage_01,2018-10-02T11:40:27+00:00,2018-10-02T11:54:46+00:00,1.52201,6.941,,2929,ev_0251
time series data/caltech/California_Garage_01/2-39-79-376-2019-02-19T18-13-43-937441.csv.gz,caltech,California_Garage_01,2019-02-19T18:13:47+00:00,2019-02-19T20:42:41+00:00,3.20191,2.141,10.0,21147,ev_0252
time series data/caltech/S_Wilson_Garage_01/2-105-277-1697-2020-11-10T15-36-28-548746.csv.gz,caltech,S_Wilson_Garage_01,2020-11-10T15:36:39+00:00,2020-11-10T23:13:30+00:00,47.56364,6.502,32.0,85519,ev_0253
time series data/caltech/California_Garage_01/2-39-125-21-2018-10-27T02-21-52-081331.csv.gz,caltech,California_Garage_01,2018-10-27T02:21:52+00:00,2018-10-27T17:49:27+00:00,5.62358,3.53,,54331,ev_0254
time series data/caltech/California_Garage_01/2-39-79-378-2018-05-14T16-12-54-153231.csv.gz,caltech,California_Garage_01,2018-05-14T16:12:54+00:00,2018-05-15T01:04:18+00:00,9.3205,3.604,,58405,ev_0255
time series data/caltech/California_Garage_02/2-6-3-1625-2020-10-13T02-25-05-449504.csv.gz,caltech,California_Garage_02,2020-10-13T02:25:05+00:00,2020-10-13T05:03:11+00:00,9.59354,10.73076,80.0,6991,ev_0256
time series data/office_01/Parking_Lot_01/19-102-260-1634-2020-02-14T19-26-56-955256.csv.gz,office_01,Parking_Lot_01,2020-02-14T19:27:00+00:00,2020-02-15T01:24:06+00:00,26.82358,6.789,32.0,64512,ev_0257
time series data/caltech/California_Garage_01/2-39-139-28-2018-07-09T05-29-34-128583.csv.gz,caltech,California_Garage_01,2018-07-09T05:29:34+00:00,2018-07-09T13:21:00+00:00,13.87557,6.311,,40649,ev_0258
time series data/caltech/California_Garage_01/2-39-79-382-2019-08-21T16-56-15-431298.csv.gz,caltech,California_Garage_01,2019-08-21T16:56:15+00:00,2019-08-22T00:37:11+00:00,9.88953,4.299,20.0,70608,ev_0259
time series data/caltech/California_Garage_01/2-39-90-440-2018-10-11T02-28-23-353921.csv.gz,caltech,California_Garage_01,2018-10-11T02:28:23+00:00,2018-10-11T04:39:40+00:00,13.89091,7.061,,24398,ev_0260
time series data/caltech/California_Garage_02/2-6-3-1365-2019-12-01T22-44-45-213026.csv.gz,caltech,California_Garage_02,2019-12-01T22:44:47+00:00,2019-12-02T04:31:58+00:00,22.92982,6.93576,0.0,52491,ev_0261
time series data/caltech/California_Garage_02/2-6-3-1627-2019-06-09T23-40-34-819334.csv.gz,caltech,California_Garage_02,2019-06-09T23:40:46+00:00,2019-06-09T23:43:33+00:00,0.29836,8.9562,80.0,513,ev_0262
time series data/caltech/California_Garage_01/2-39-125-21-2018-12-05T20-01-58-543165.csv.gz,caltech,California_Garage_01,2018-12-05T20:02:02+00:00,2018-12-05T21:42:04+00:00,9.78577,6.193,32.0,19947,ev_0263
time series data/caltech/N_Wilson_Garage_01/2-137-441-3021-2020-07-06T13-27-40-028198.csv.gz,caltech,N_Wilson_Garage_01,2020-07-06T13:27:43+00:00,2020-07-06T21:51:55+00:00,5.2502,3.399,32.0,42276,ev_0264
time series data/caltech/California_Garage_01/2-39-78-366-2019-03-07T18-38-50-260834.csv.gz,caltech,California_Garage_01,2019-03-07T18:38:50+00:00,2019-03-08T02:51:28+00:00,0.89842,1.70789,0.0,34346,ev_0265
time series data/caltech/N_Wilson_Garage_01/2-137-441-3004-2020-06-04T13-48-45-549461.csv.gz,caltech,N_Wilson_Garage_01,2020-06-04T13:48:50+00:00,2020-06-04T22:49:04+00:00,28.33388,7.044,32.0,67282,ev_0266
time series data/caltech/California_Garage_01/2-39-78-365-2019-02-08T18-16-00-785953.csv.gz,caltech,California_Garage_01,2019-02-08T18:16:03+00:00,2019-02-09T00:05:14+00:00,29.88342,6.74003,0.0,60286,ev_0267
time series data/caltech/S_Wilson_Garage_01/2-105-277-1696-2019-04-25T23-31-38-859273.csv.gz,caltech,S_Wilson_Garage_01,2019-04-25T23:31:42+00:00,2019-04-26T01:13:03+00:00,10.57561,6.547,32.0,19914,ev_0268
time series data/caltech/California_Garage_01/2-39-138-29-2019-08-13T02-49-25-998663.csv.gz,caltech,California_Garage_01,2019-08-13T02:49:29+00:00,2019-08-13T02:51:43+00:00,0.0536,1.746,8.0,677,ev_0269
time series data/caltech/N_Wilson_Garage_01/2-137-521-3844-2020-06-29T03-01-59-133036.csv.gz,caltech,N_Wilson_Garage_01,2020-06-29T03:01:59.133036+00:00,2020-06-29T03:36:13.156750+00:00,8.31,25.2445,125.0,3141,ev_0270
time series data/caltech/California_Garage_01/2-39-127-19-2019-09-19T16-04-26-998082.csv.gz,caltech,California_Garage_01,2019-09-19T16:04:30+00:00,2019-09-19T23:44:39+00:00,13.44389,6.51,32.0,56322,ev_0271
time series data/caltech/California_Garage_02/2-6-3-1626-2019-11-27T16-28-13-000036.csv.gz,caltech,California_Garage_02,2019-11-27T16:28:13+00:00,2019-11-27T21:24:17+00:00,13.98537,11.11264,80.0,37949,ev_0272
time series data/caltech/S_Wilson_Garage_01/2-105-277-1699-2019-12-09T17-08-57-716285.csv.gz,caltech,S_Wilson_Garage_01,2019-12-09T17:09:01+00:00,2019-12-09T21:31:32+00:00,27.16431,6.632,32.0,49971,ev_0273
time series data/caltech/N_Wilson_Garage_01/2-137-440-2990-2020-11-03T17-10-48-347982.csv.gz,caltech,N_Wilson_Garage_01,2020-11-03T17:11:02+00:00,2020-11-04T01:13:20+00:00,19.95609,6.573,320.0,60191,ev_0274
time series data/caltech/California_Garage_01/2-39-79-378-2019-04-08T03-09-09-668891.csv.gz,caltech,California_Garage_01,2019-04-08T17:25:12+00:00,2019-04-08T18:11:26+00:00,14.36153,0.0,8.0,3040,ev_0275
time series data/caltech/California_Garage_01/2-39-95-27-2019-06-25T16-48-25-463155.csv.gz,caltech,California_Garage_01,2019-06-25T16:48:25+00:00,2019-06-26T00:02:06+00:00,0.66548,1.348,8.0,30174,ev_0276
time series data/caltech/California_Garage_01/2-39-78-361-2018-08-13T23-53-31-247449.csv.gz,caltech,California_Garage_01,2018-08-13T23:53:31+00:00,2018-08-14T00:02:10+00:00,0.48375,3.56824,,1853,ev_0277
time series data/caltech/California_Garage_01/2-39-78-366-2019-11-13T16-11-30-210540.csv.gz,caltech,California_Garage_01,2019-11-13T16:11:30+00:00,2019-11-14T01:10:53+00:00,0.85037,1.6977,0.0,43609,ev_0278
time series data/caltech/California_Garage_01/2-39-78-364-2018-09-23T10-26-04-138262.csv.gz,caltech,California_Garage_01,2018-09-23T10:26:04+00:00,2018-09-23T12:26:05+00:00,5.96111,3.4971,,20520,ev_0279
time series data/caltech/California_Garage_01/2-39-79-377-2018-07-26T15-25-52-583204.csv.gz,caltech,California_Garage_01,2018-07-26T15:25:57+00:00,2018-07-27T02:43:16+00:00,22.93347,5.053,,96061,ev_0280
time series data/caltech/N_Wilson_Garage_01/2-137-521-3843-2020-08-21T04-36-33-281981.csv.gz,caltech,N_Wilson_Garage_01,2020-08-21T04:36:33.281981+00:00,2020-08-21T05:42:46.248373+00:00,39.357,45.3086,125.0,6117,ev_0281
time series data/caltech/California_Garage_01/2-39-139-28-2019-02-12T16-22-44-480312.csv.gz,caltech,California_Garage_01,2019-02-12T16:22:44+00:00,2019-02-13T01:13:31+00:00,12.85974,6.327,32.0,59634,ev_0282
time series data/caltech/N_Wilson_Garage_01/2-137-440-3986-2020-08-17T04-30-43-181803.csv.gz,caltech,N_Wilson_Garage_01,2020-08-17T04:31:03+00:00,2020-08-18T02:27:07+00:00,58.70498,10.2354,48.0,113392,ev_0283
time series data/caltech/N_Wilson_Garage_01/2-137-440-3991-2020-10-29T02-44-27-865190.csv.gz,caltech,N_Wilson_Garage_01,2020-10-29T02:44:28+00:00,2020-10-29T04:34:43+00:00,18.00272,10.2522,48.0,7251,ev_0284
time series data/caltech/California_Garage_01/2-39-95-444-2018-08-15T15-52-41-371569.csv.gz,caltech,California_Garage_01,2018-08-15T15:52:41+00:00,2018-08-16T00:24:47+00:00,13.92715,4.189,,66568,ev_0285
time series data/caltech/California_Garage_02/2-6-3-1356-2019-07-15T15-04-49-121136.csv.gz,caltech,California_Garage_02,2019-07-15T15:04:53+00:00,2019-07-15T22:17:37+00:00,26.43839,6.58424,0.0,35702,ev_0286
time series data/caltech/California_Garage_01/2-39-79-381-2018-09-16T04-48-59-255844.csv.gz,caltech,California_Garage_01,2018-09-16T04:48:59+00:00,2018-09-17T00:00:34+00:00,13.19861,7.048,,65827,ev_0287
time series data/caltech/California_Garage_01/2-39-123-23-2018-12-12T16-59-08-333943.csv.gz,caltech,California_Garage_01,2018-12-12T16:59:08+00:00,2018-12-12T20:59:17+00:00,5.04705,3.365,32.0,21698,ev_0288
time series data/caltech/N_Wilson_Garage_01/2-137-521-3845-2020-08-25T19-04-59-639632.csv.gz,caltech,N_Wilson_Garage_01,2020-08-25T19:04:59.639632+00:00,2020-08-25T19:05:03.936776+00:00,9.53,26.5742,125.0,1954,ev_0289
time series data/caltech/California_Garage_02/2-6-3-1363-2019-09-06T19-36-36-508902.csv.gz,caltech,California_Garage_02,2019-09-06T19:36:36+00:00,2019-09-07T00:51:58+00:00,26.60221,10.24088,0.0,43250,ev_0290
time series data/caltech/California_Garage_01/2-39-83-386-2020-11-30T17-13-29-994089.csv.gz,caltech,California_Garage_01,2020-11-30T17:13:33+00:00,2020-11-30T22:41:49+00:00,0.89401,1.79,8.0,22926,ev_0291
time series data/caltech/California_Garage_02/2-6-3-1629-2019-11-03T17-24-41-784713.csv.gz,caltech,California_Garage_02,2019-11-03T17:24:53+00:00,2019-11-03T19:15:26+00:00,3.74877,11.03332,80.0,13424,ev_0292
time series data/caltech/California_Garage_01/2-39-78-367-2018-10-22T01-02-57-890851.csv.gz,caltech,California_Garage_01,2018-10-22T01:03:02+00:00,2018-10-22T02:31:14+00:00,4.86726,3.54786,,15516,ev_0293
time series data/caltech/California_Garage_01/2-39-78-361-2019-07-09T16-48-39-885461.csv.gz,caltech,California_Garage_01,2019-07-09T16:48:43+00:00,2019-07-10T02:37:15+00:00,0.99188,1.80939,0.0,44849,ev_0294
time series data/caltech/California_Garage_01/2-39-90-26-2019-05-29T18-07-17-258351.csv.gz,caltech,California_Garage_01,2019-05-29T18:07:17+00:00,2019-05-30T08:48:33+00:00,2.0772,2.322,32.0,61301,ev_0295
time series data/caltech/N_Wilson_Garage_01/2-137-441-3002-2020-02-10T16-24-39-664112.csv.gz,caltech,N_Wilson_Garage_01,2020-02-10T16:49:28+00:00,2020-02-10T22:33:19+00:00,37.32516,6.563,32.0,41089,ev_0296
time series data/caltech/S_Wilson_Garage_01/2-105-277-1699-2019-12-24T16-52-15-852695.csv.gz,caltech,S_Wilson_Garage_01,2019-12-24T16:52:19+00:00,2019-12-24T23:32:14+00:00,22.57333,6.541,32.0,53509,ev_0297
time series data/jpl/Arroyo_Garage_01/1-1-194-822-2020-09-23T05-07-11-155943.csv.gz,jpl,Arroyo_Garage_01,2020-09-23T05:07:14+00:00,2020-09-23T07:29:26+00:00,12.81134,6.389,32.0,25160,ev_0298
time series data/caltech/N_Wilson_Garage_01/2-137-521-3842-2020-12-01T19-16-35-962926.csv.gz,caltech,N_Wilson_Garage_01,2020-12-01T19:16:40.880763+00:00,2020-12-01T19:46:56.469589+00:00,16.005,40.1143,125.0,2938,ev_0299
time series data/caltech/California_Garage_01/2-39-79-379-2018-07-26T15-11-26-672467.csv.gz,caltech,California_Garage_01,2018-07-26T15:11:30+00:00,2018-07-26T18:34:23+00:00,8.9216,3.619,,35412,ev_0300
time series data/caltech/California_Garage_02/2-6-3-1364-2019-03-25T03-04-19-807023.csv.gz,caltech,California_Garage_02,2019-03-25T03:04:23+00:00,2019-03-26T16:03:16+00:00,10.2542,6.48024,0.0,45825,ev_0301
time series data/caltech/California_Garage_02/2-6-3-1358-2018-12-14T16-42-06-291841.csv.gz,caltech,California_Garage_02,2018-12-14T16:42:07+00:00,2018-12-14T23:47:20+00:00,26.4139,13.312,0.0,37342,ev_0302
time series data/caltech/California_Garage_02/2-6-3-1360-2019-04-05T23-00-58-400826.csv.gz,caltech,California_Garage_02,2019-04-05T23:01:01+00:00,2019-04-06T02:17:30+00:00,11.83318,6.58424,0.0,11809,ev_0303
time series data/caltech/California_Garage_01/2-39-78-362-2018-05-16T16-36-29-283563.csv.gz,caltech,California_Garage_01,2018-05-16T16:36:29+00:00,2018-05-17T02:10:15+00:00,12.81505,3.5073,,67908,ev_0304
time series data/caltech/California_Garage_01/2-39-90-26-2019-11-13T17-49-28-725290.csv.gz,caltech,California_Garage_01,2019-11-13T17:49:32+00:00,2019-11-14T02:04:33+00:00,11.89499,5.958,28.0,54311,ev_0305
time series data/caltech/S_Wilson_Garage_01/2-105-277-1699-2020-09-16T02-10-40-655419.csv.gz,caltech,S_Wilson_Garage_01,2020-09-16T02:10:49+00:00,2020-09-16T04:07:35+00:00,2.38611,2.359,32.0,16625,ev_0306
time series data/caltech/California_Garage_01/2-39-79-377-2019-02-05T16-55-09-595057.csv.gz,caltech,California_Garage_01,2019-02-05T16:55:13+00:00,2019-02-06T00:33:01+00:00,3.72001,6.102,32.0,36565,ev_0307
time series data/caltech/California_Garage_02/2-6-3-1629-2020-02-15T20-32-24-695217.csv.gz,caltech,California_Garage_02,2020-02-15T20:32:30+00:00,2020-02-15T22:19:20+00:00,6.37238,10.93572,80.0,15023,ev_0308
time series data/caltech/S_Wilson_Garage_01/2-105-277-1698-2020-09-15T18-57-58-227815.csv.gz,caltech,S_Wilson_Garage_01,2020-09-15T18:57:58+00:00,2020-09-15T22:33:15+00:00,11.36312,3.27,31.0,38705,ev_0309
time series data/caltech/N_Wilson_Garage_01/2-137-440-3986-2020-11-26T02-00-43-100218.csv.gz,caltech,N_Wilson_Garage_01,2020-11-26T02:00:50+00:00,2020-11-26T02:04:25+00:00,0.06476,1.77855,8.0,563,ev_0310
time series data/caltech/California_Garage_01/2-39-79-382-2019-12-06T21-14-48-831578.csv.gz,caltech,California_Garage_01,2019-12-06T21:14:52+00:00,2019-12-07T00:57:08+00:00,7.76625,6.494,32.0,39187,ev_0311
time series data/caltech/N_Wilson_Garage_01/2-137-440-3993-2020-07-11T11-34-47-538676.csv.gz,caltech,N_Wilson_Garage_01,2020-07-11T11:34:57+00:00,2020-07-11T12:04:16+00:00,4.69358,9.96628,48.0,2288,ev_0312
time series data/caltech/California_Garage_01/2-39-91-437-2019-10-10T15-01-06-444287.csv.gz,caltech,California_Garage_01,2019-10-10T15:01:06+00:00,2019-10-10T22:04:25+00:00,23.13917,6.496,32.0,58803,ev_0313
time series data/caltech/California_Garage_01/2-39-131-30-2019-01-11T04-10-18-146190.csv.gz,caltech,California_Garage_01,2019-01-11T04:10:18+00:00,2019-01-11T14:16:25+00:00,14.72565,3.632,32.0,70141,ev_0314
time series data/caltech/California_Garage_01/2-39-79-376-2018-07-30T15-08-28-815087.csv.gz,caltech,California_Garage_01,2018-07-30T15:08:32+00:00,2018-07-30T23:50:02+00:00,20.96681,6.89,,67441,ev_0315
time series data/caltech/California_Garage_01/2-39-139-28-2019-11-09T23-57-36-821481.csv.gz,caltech,California_Garage_01,2019-11-09T23:57:40+00:00,2019-11-10T02:36:09+00:00,0.86007,1.725,8.0,12657,ev_0316
time series data/caltech/California_Garage_01/2-39-89-25-2018-12-07T01-59-27-487300.csv.gz,caltech,California_Garage_01,2018-12-07T01:59:27+00:00,2018-12-07T06:09:57+00:00,14.88814,3.654,32.0,46964,ev_0317
time series data/caltech/California_Garage_01/2-39-92-436-2018-10-24T02-19-39-893453.csv.gz,caltech,California_Garage_01,2018-10-24T02:19:43+00:00,2018-10-24T13:07:42+00:00,13.90759,3.602,,60297,ev_0318
time series data/caltech/S_Wilson_Garage_01/2-105-277-1698-2020-05-04T01-31-22-721376.csv.gz,caltech,S_Wilson_Garage_01,2020-05-04T01:31:26+00:00,2020-05-04T02:41:35+00:00,6.94638,6.191,32.0,13171,ev_0319
time series data/caltech/California_Garage_02/2-6-3-1367-2019-09-12T15-40-24-718842.csv.gz,caltech,California_Garage_02,2019-09-12T15:40:27+00:00,2019-09-13T00:42:11+00:00,4.07118,3.33112,0.0,38253,ev_0320
time series data/caltech/California_Garage_02/2-6-3-1628-2020-01-16T16-11-29-722146.csv.gz,caltech,California_Garage_02,2020-01-16T16:11:31+00:00,2020-01-17T00:07:11+00:00,7.37564,7.34785,76.0,43396,ev_0321
time series data/caltech/California_Garage_02/2-6-3-1367-2019-05-04T02-52-43-920179.csv.gz,caltech,California_Garage_02,2019-05-04T02:52:45+00:00,2019-05-04T04:24:23+00:00,4.82063,3.38312,0.0,10364,ev_0322
time series data/caltech/California_Garage_01/2-39-125-21-2018-08-20T15-12-06-131103.csv.gz,caltech,California_Garage_01,2018-08-20T15:12:06+00:00,2018-08-20T22:58:48+00:00,6.89247,6.075,,38629,ev_0323
time series data/caltech/California_Garage_02/2-6-3-1367-2019-07-02T06-12-44-386855.csv.gz,caltech,California_Garage_02,2019-07-02T06:12:49+00:00,2019-07-02T07:34:43+00:00,8.14606,6.05072,0.0,9733,ev_0324
time series data/caltech/California_Garage_02/2-6-3-1625-2019-06-01T20-57-06-957723.csv.gz,caltech,California_Garage_02,2019-06-01T20:57:09+00:00,2019-06-01T20:59:00+00:00,0.34193,16.25928,80.0,456,ev_0325
time series data/caltech/California_Garage_02/2-6-3-1623-2019-08-24T06-35-01-746246.csv.gz,caltech,California_Garage_02,2019-08-24T06:35:04+00:00,2019-08-24T09:31:44+00:00,20.61611,9.48252,80.0,46492,ev_0326
time series data/caltech/California_Garage_01/2-39-78-361-2019-10-10T16-23-42-744646.csv.gz,caltech,California_Garage_01,2019-10-10T16:23:47+00:00,2019-10-10T23:37:02+00:00,0.84887,1.6977,0.0,35573,ev_0327
time series data/caltech/California_Garage_01/2-39-92-442-2018-07-16T19-33-52-365550.csv.gz,caltech,California_Garage_01,2018-07-16T19:33:52+00:00,2018-07-17T00:55:41+00:00,34.54236,6.838,,56373,ev_0328
time series data/caltech/California_Garage_02/2-6-3-1632-2020-05-25T16-58-42-185224.csv.gz,caltech,California_Garage_02,2020-05-25T16:58:42+00:00,2020-05-25T17:49:12+00:00,3.59297,11.02275,80.0,9358,ev_0329
time series data/caltech/California_Garage_02/2-6-65-4549-2020-12-01T22-05-24-962853.csv.gz,caltech,California_Garage_02,2020-12-01T22:06:31.964003+00:00,2020-12-01T22:26:31.968353+00:00,10.948,48.6538,125.0,2107,ev_0330
time series data/jpl/Arroyo_Garage_01/1-1-194-821-2020-12-01T15-44-43-139270.csv.gz,jpl,Arroyo_Garage_01,2020-12-01T15:44:46+00:00,2020-12-01T20:49:51+00:00,5.93384,3.235,17.0,36408,ev_0331
time series data/caltech/California_Garage_02/2-6-3-1361-2019-10-24T16-14-53-208930.csv.gz,caltech,California_Garage_02,2019-10-24T16:14:53+00:00,2019-10-25T01:38:24+00:00,7.09461,3.18802,0.0,46168,ev_0332
time series data/caltech/California_Garage_01/2-39-78-361-2018-09-17T15-30-58-026852.csv.gz,caltech,California_Garage_01,2018-09-17T15:30:58+00:00,2018-09-18T00:22:21+00:00,6.60763,3.54786,,54926,ev_0333
time series data/caltech/California_Garage_01/2-39-139-28-2018-09-06T13-06-00-415658.csv.gz,caltech,California_Garage_01,2018-09-06T13:06:00+00:00,2018-09-06T14:22:55+00:00,8.15683,6.6,,14035,ev_0334
time series data/caltech/California_Garage_01/2-39-79-378-2018-07-03T17-47-37-068997.csv.gz,caltech,California_Garage_01,2018-07-03T17:47:37+00:00,2018-07-03T23:28:36+00:00,8.23959,3.474,,45255,ev_0335
time series data/caltech/California_Garage_01/2-39-79-376-2019-12-17T20-14-07-261926.csv.gz,caltech,California_Garage_01,2019-12-17T20:14:07+00:00,2019-12-17T22:25:20+00:00,0.82105,1.588,8.0,12040,ev_0336
time series data/caltech/California_Garage_01/2-39-79-377-2018-05-17T11-46-39-805489.csv.gz,caltech,California_Garage_01,2018-05-17T11:46:43+00:00,2018-05-17T20:27:41+00:00,11.60359,3.397,,54878,ev_0337
time series data/caltech/California_Garage_01/2-39-78-367-2019-03-07T19-03-59-792267.csv.gz,caltech,California_Garage_01,2019-03-07T19:04:00+00:00,2019-03-08T01:38:56+00:00,22.46886,6.79099,0.0,53323,ev_0338
time series data/caltech/California_Garage_01/2-39-79-381-2018-06-19T03-52-28-401298.csv.gz,caltech,California_Garage_01,2018-06-19T03:52:28+00:00,2018-06-19T03:52:56+00:00,0.00898,1.704,,288,ev_0339
time series data/caltech/California_Garage_01/2-39-79-380-2018-09-11T17-09-22-234833.csv.gz,caltech,California_Garage_01,2018-09-11T17:09:22+00:00,2018-09-11T21:36:05+00:00,24.86989,6.679,,48973,ev_0340
time series data/jpl/Arroyo_Garage_01/1-1-178-823-2020-09-14T16-56-49-523531.csv.gz,jpl,Arroyo_Garage_01,2020-09-14T16:56:53+00:00,2020-09-14T18:54:38+00:00,6.49359,3.368,32.0,20833,ev_0341
time series data/office_01/Parking_Lot_01/19-102-260-1639-2020-01-23T17-55-49-528244.csv.gz,office_01,Parking_Lot_01,2020-01-23T17:55:53+00:00,2020-01-23T21:51:28+00:00,24.47563,6.512,32.0,46141,ev_0342
time series data/caltech/California_Garage_02/2-6-3-1630-2019-09-28T21-43-31-348032.csv.gz,caltech,California_Garage_02,2019-09-28T21:43:31+00:00,2019-09-28T23:38:52+00:00,20.40875,11.2102,80.0,32854,ev_0343
time series data/caltech/California_Garage_02/2-6-3-1629-2019-06-20T02-11-53-059095.csv.gz,caltech,California_Garage_02,2019-06-20T02:12:24+00:00,2019-06-20T03:02:10+00:00,5.72727,7.2885,80.0,5462,ev_0344
time series data/caltech/California_Garage_01/2-39-130-31-2019-07-07T00-32-35-673645.csv.gz,caltech,California_Garage_01,2019-07-07T00:32:39+00:00,2019-07-07T00:32:47+00:00,0.00025,0.544,8.0,209,ev_0345
time series data/caltech/California_Garage_02/2-6-3-1360-2019-01-04T19-16-25-641509.csv.gz,caltech,California_Garage_02,2019-01-04T19:16:30+00:00,2019-01-04T19:42:21+00:00,4.18573,9.99357,0.0,5388,ev_0346
time series data/caltech/California_Garage_01/2-39-78-365-2020-02-26T18-36-17-018130.csv.gz,caltech,California_Garage_01,2020-02-26T18:36:19+00:00,2020-02-26T20:51:30+00:00,4.13763,3.33445,0.0,21251,ev_0347
time series data/caltech/California_Garage_02/2-6-3-1361-2019-04-01T14-46-59-608127.csv.gz,caltech,California_Garage_02,2019-04-01T14:47:04+00:00,2019-04-01T15:33:16+00:00,6.60551,9.91557,0.0,4529,ev_0348
time series data/jpl/Arroyo_Garage_01/1-1-194-818-2020-07-06T16-05-42-848936.csv.gz,jpl,Arroyo_Garage_01,2020-07-06T16:06:01+00:00,2020-07-07T00:45:20+00:00,5.10487,2.428,13.0,53023,ev_0349
time series data/caltech/California_Garage_02/2-6-3-1623-2019-11-22T16-42-21-071044.csv.gz,caltech,California_Garage_02,2019-11-22T16:42:23+00:00,2019-11-23T01:17:45+00:00,21.98451,7.41375,56.0,80380,ev_0350
time series data/caltech/California_Garage_01/2-39-79-382-2018-10-25T00-11-51-696440.csv.gz,caltech,California_Garage_01,2018-10-25T00:11:55+00:00,2018-10-25T02:48:16+00:00,2.53543,2.31,,18072,ev_0351
time series data/caltech/California_Garage_02/2-6-3-1631-2020-04-24T00-27-10-050196.csv.gz,caltech,California_Garage_02,2020-04-24T00:27:11+00:00,2020-04-24T01:02:35+00:00,3.02104,10.7404,80.0,9304,ev_0352
time series data/caltech/N_Wilson_Garage_01/2-137-441-3006-2020-02-22T21-59-39-440582.csv.gz,caltech,N_Wilson_Garage_01,2020-02-22T21:59:39+00:00,2020-02-23T04:32:22+00:00,11.40095,6.385,32.0,38097,ev_0353
time series data/caltech/California_Garage_02/2-6-3-1631-2019-09-12T04-49-34-772976.csv.gz,caltech,California_Garage_02,2019-09-12T04:49:36+00:00,2019-09-12T08:29:34+00:00,26.67578,7.52723,80.0,61418,ev_0354
time series data/caltech/California_Garage_02/2-6-3-1363-2020-04-28T21-18-29-984832.csv.gz,caltech,California_Garage_02,2020-04-28T21:18:51+00:00,2020-04-28T22:21:26+00:00,3.34157,3.30512,0.0,12368,ev_0355
time series data/caltech/California_Garage_01/2-39-79-377-2018-09-19T14-13-08-327871.csv.gz,caltech,California_Garage_01,2018-09-19T14:13:08+00:00,2018-09-19T23:58:11+00:00,13.24601,6.305,,65276,ev_0356
time series data/caltech/California_Garage_01/2-39-79-378-2018-06-22T21-29-32-213819.csv.gz,caltech,California_Garage_01,2018-06-22T21:29:32+00:00,2018-06-23T00:46:34+00:00,13.16814,6.624,,34847,ev_0357
