id,heater_type,rated_power_kw,tank_capacity_l,minimum_comfort_temp_c,maximum_temp_c,recovery_rate_c_per_hour,baseline_duty_cycle,dataset_split,data_classification
wh-0561,electric_resistance,4.727352,263.715,49.817,57.207,9.595,0.15567,validation,SYNTHETIC
wh-0562,heat_pump,4.5213,205.437,49.004,58.58,4.138,0.311448,validation,SYNTHETIC
wh-0563,electric_resistance,4.489904,245.378,49.328,57.534,9.499,0.177883,validation,SYNTHETIC
wh-0564,heat_pump,4.446232,249.749,50.666,60.496,6.957,0.210762,validation,SYNTHETIC
wh-0565,heat_pump,4.395877,235.777,48.677,59.069,6.06,0.275996,validation,SYNTHETIC
wh-0566,heat_pump,4.723262,278.772,50.148,60.266,4.492,0.256831,validation,SYNTHETIC
wh-0567,heat_pump,4.613937,259.546,48.493,60.281,6.899,0.189408,validation,SYNTHETIC
wh-0568,electric_resistance,4.599339,220.49,50.813,60.512,8.371,0.238751,validation,SYNTHETIC
wh-0569,electric_resistance,4.907976,159.125,48.04,58.856,8.703,0.156216,validation,SYNTHETIC
wh-0570,heat_pump,3.951174,221.259,48.759,57.166,5.886,0.263367,validation,SYNTHETIC
wh-0571,electric_resistance,5.125358,195.717,50.094,57.908,8.951,0.256268,validation,SYNTHETIC
wh-0572,electric_resistance,4.424205,297.123,50.642,60.647,8.16,0.149156,validation,SYNTHETIC
wh-0573,electric_resistance,4.038889,288.417,50.75,59.891,8.295,0.284382,validation,SYNTHETIC
wh-0574,heat_pump,4.618401,240.053,49.998,57.847,6.937,0.225227,validation,SYNTHETIC
wh-0575,electric_resistance,4.259078,183.215,50.81,57.976,9.806,0.218902,validation,SYNTHETIC
wh-0576,heat_pump,3.862302,185.37,48.879,59.572,4.428,0.306683,validation,SYNTHETIC
wh-0577,heat_pump,4.067778,203.475,50.877,57.075,6.619,0.21793,validation,SYNTHETIC
wh-0578,heat_pump,4.186368,230.973,50.486,60.256,5.521,0.185788,validation,SYNTHETIC
wh-0579,heat_pump,4.897913,159.488,50.895,59.257,5.564,0.341046,validation,SYNTHETIC
wh-0580,heat_pump,3.963233,238.152,49.22,58.104,4.147,0.194254,validation,SYNTHETIC
wh-0581,heat_pump,4.171606,259.956,48.826,57.884,6.522,0.19013,validation,SYNTHETIC
wh-0582,heat_pump,4.849893,201.717,48.629,60.038,5.796,0.242555,validation,SYNTHETIC
wh-0583,heat_pump,3.807653,171.45,49.187,59.224,6.69,0.197108,validation,SYNTHETIC
wh-0584,heat_pump,4.87162,198.944,48.222,57.878,5.791,0.36166,validation,SYNTHETIC
wh-0585,electric_resistance,4.823156,219.63,48.832,58.887,10.024,0.298073,validation,SYNTHETIC
wh-0586,heat_pump,4.46398,166.932,48.48,57.331,6.919,0.300635,validation,SYNTHETIC
wh-0587,heat_pump,4.976848,171.062,50.209,57.638,6.814,0.19615,validation,SYNTHETIC
wh-0588,electric_resistance,4.753984,279.735,49.704,60.917,10.202,0.291127,validation,SYNTHETIC
wh-0589,heat_pump,4.738989,229.499,50.471,57.102,6.191,0.355327,validation,SYNTHETIC
wh-0590,electric_resistance,5.274558,186.132,50.809,57.747,9.456,0.202474,validation,SYNTHETIC
wh-0591,heat_pump,3.824016,176.256,49.743,58.004,6.34,0.245867,validation,SYNTHETIC
wh-0592,heat_pump,3.84605,255.629,50.331,58.67,6.83,0.378522,validation,SYNTHETIC
wh-0593,heat_pump,4.34195,248.747,48.692,60.155,5.221,0.323525,validation,SYNTHETIC
wh-0594,electric_resistance,4.733073,230.212,50.663,58.25,11.331,0.217472,validation,SYNTHETIC
wh-0595,heat_pump,4.675977,215.834,48.119,57.641,6.074,0.329718,validation,SYNTHETIC
wh-0596,heat_pump,4.108424,231.859,50.874,58.911,6.952,0.256114,test,SYNTHETIC
wh-0597,heat_pump,4.14075,196.362,48.211,58.929,6.186,0.33131,test,SYNTHETIC
wh-0598,heat_pump,4.338656,160.133,49.131,58.972,6.515,0.19209,test,SYNTHETIC
wh-0599,heat_pump,4.435811,288.272,49.322,57.285,5.298,0.272551,test,SYNTHETIC
wh-0600,heat_pump,3.948621,183.019,49.459,60.588,5.758,0.312106,test,SYNTHETIC
wh-0601,heat_pump,4.724306,182.705,48.685,59.758,5.43,0.292637,test,SYNTHETIC
wh-0602,electric_resistance,4.296423,244.61,48.26,57.464,8.681,0.128763,test,SYNTHETIC
wh-0603,heat_pump,4.091773,221.597,48.508,57.15,4.788,0.343405,test,SYNTHETIC
wh-0604,heat_pump,4.026534,180.679,48.289,60.847,4.815,0.222783,test,SYNTHETIC
wh-0605,electric_resistance,4.526025,154.595,50.501,60.302,11.29,0.202526,test,SYNTHETIC
wh-0606,electric_resistance,4.133452,256.653,50.719,59.05,7.544,0.138224,test,SYNTHETIC
wh-0607,heat_pump,4.800039,254.605,50.973,58.676,5.61,0.196032,test,SYNTHETIC
wh-0608,heat_pump,3.867216,285.923,48.525,59.179,4.384,0.304108,test,SYNTHETIC
wh-0609,electric_resistance,5.406605,240.199,48.775,57.645,8.886,0.206505,test,SYNTHETIC
wh-0610,electric_resistance,4.455286,242.57,50.628,60.466,9.318,0.280269,test,SYNTHETIC
wh-0611,electric_resistance,4.496099,278.285,49.15,60.518,11.124,0.121964,test,SYNTHETIC
wh-0612,heat_pump,4.248047,279.9,50.58,60.897,4.537,0.364376,test,SYNTHETIC
wh-0613,heat_pump,4.548548,220.104,49.423,59.073,5.339,0.219381,test,SYNTHETIC
wh-0614,electric_resistance,5.292373,251.68,49.008,60.55,7.986,0.259299,test,SYNTHETIC
wh-0615,heat_pump,4.561775,246.061,49.497,59.294,6.556,0.225719,test,SYNTHETIC
wh-0616,heat_pump,4.975802,254.898,50.635,57.23,6.447,0.252484,test,SYNTHETIC
wh-0617,electric_resistance,4.924195,183.172,49.932,57.149,8.218,0.230812,test,SYNTHETIC
wh-0618,electric_resistance,5.114415,166.688,49.068,60.691,8.349,0.197369,test,SYNTHETIC
wh-0619,heat_pump,4.698343,232.146,50.927,58.899,5.873,0.342404,test,SYNTHETIC
wh-0620,electric_resistance,5.157431,212.428,48.057,57.505,8.018,0.202494,test,SYNTHETIC
wh-0621,heat_pump,4.266567,152.053,49.981,59.612,5.004,0.346158,test,SYNTHETIC
wh-0622,electric_resistance,4.122414,286.786,49.549,57.145,7.87,0.160295,test,SYNTHETIC
wh-0623,heat_pump,4.335656,295.417,50.457,58.646,5.377,0.304974,test,SYNTHETIC
wh-0624,heat_pump,4.125724,248.657,50.366,60.063,5.09,0.193434,test,SYNTHETIC
wh-0625,heat_pump,3.973298,239.665,50.11,57.776,5.351,0.267119,test,SYNTHETIC
wh-0626,heat_pump,4.044594,295.493,48.829,60.255,4.534,0.288717,test,SYNTHETIC
wh-0627,heat_pump,4.674388,277.286,49.97,60.152,5.697,0.272986,test,SYNTHETIC
wh-0628,electric_resistance,5.274731,196.84,49.603,59.166,11.4,0.172752,test,SYNTHETIC
wh-0629,heat_pump,4.618882,231.908,49.77,59.373,5.947,0.282873,test,SYNTHETIC
wh-0630,electric_resistance,5.038902,260.015,49.41,59.331,7.912,0.174868,test,SYNTHETIC
wh-0631,heat_pump,4.429649,157.153,50.898,58.692,6.832,0.23542,test,SYNTHETIC
wh-0632,electric_resistance,4.876981,179.862,50.794,59.141,11.408,0.141848,test,SYNTHETIC
wh-0633,electric_resistance,5.469431,267.987,48.482,58.259,10.524,0.279878,test,SYNTHETIC
wh-0634,heat_pump,4.478977,221.862,49.787,57.7,6.11,0.211635,test,SYNTHETIC
wh-0635,heat_pump,4.849242,246.399,49.348,58.179,4.117,0.294374,test,SYNTHETIC
wh-0636,heat_pump,3.865549,284.895,50.65,58.873,4.771,0.348713,test,SYNTHETIC
wh-0637,heat_pump,4.112508,183.437,50.491,58.14,4.114,0.221363,test,SYNTHETIC
wh-0638,electric_resistance,4.063708,258.659,49.062,60.233,9.529,0.185005,test,SYNTHETIC
wh-0639,heat_pump,4.650887,209.786,49.629,60.874,6.774,0.228147,test,SYNTHETIC
wh-0640,heat_pump,3.81257,215.465,48.568,58.722,4.209,0.301863,test,SYNTHETIC
wh-0641,heat_pump,4.974644,264.088,49.26,59.661,5.954,0.304332,test,SYNTHETIC
wh-0642,heat_pump,3.872487,202.272,49.478,60.935,5.343,0.197393,test,SYNTHETIC
wh-0643,heat_pump,4.50416,205.499,48.786,57.553,5.631,0.350194,test,SYNTHETIC
wh-0644,electric_resistance,4.73491,245.489,50.623,60.656,9.853,0.284427,test,SYNTHETIC
wh-0645,heat_pump,4.828369,194.072,50.16,59.221,5.641,0.252803,test,SYNTHETIC
wh-0646,heat_pump,4.813241,164.744,48.417,60.951,5.963,0.216682,test,SYNTHETIC
wh-0647,heat_pump,4.347676,277.803,49.156,59.991,4.737,0.344792,test,SYNTHETIC
wh-0648,heat_pump,4.849172,159.246,48.519,57.641,4.828,0.279063,test,SYNTHETIC
wh-0649,electric_resistance,4.203887,249.69,48.646,59.732,8.267,0.226771,test,SYNTHETIC
wh-0650,heat_pump,4.40727,163.54,48.687,59.097,6.48,0.29729,test,SYNTHETIC
wh-0651,electric_resistance,4.685153,296.805,50.757,60.43,11.698,0.130259,test,SYNTHETIC
wh-0652,heat_pump,4.035425,201.924,49.716,59.657,4.602,0.265269,test,SYNTHETIC
wh-0653,electric_resistance,5.27729,214.674,49.516,58.857,11.264,0.156535,test,SYNTHETIC
wh-0654,heat_pump,4.222707,234.096,48.017,57.977,5.432,0.193768,test,SYNTHETIC
wh-0655,electric_resistance,4.367261,288.64,48.234,60.253,10.254,0.124305,test,SYNTHETIC
wh-0656,heat_pump,4.692408,253.732,48.686,58.668,5.39,0.372594,test,SYNTHETIC
wh-0657,heat_pump,4.524308,274.401,50.119,58.031,6.827,0.212677,test,SYNTHETIC
wh-0658,heat_pump,4.512053,262.839,49.977,57.985,6.763,0.20721,test,SYNTHETIC
wh-0659,heat_pump,4.348655,193.39,49.385,59.942,5.078,0.304199,test,SYNTHETIC
wh-0660,heat_pump,4.448348,214.559,49.588,58.503,6.202,0.24515,test,SYNTHETIC
wh-0661,heat_pump,4.155185,232.416,48.949,57.022,6.249,0.33741,test,SYNTHETIC
wh-0662,electric_resistance,4.205948,293.126,48.621,58.788,7.489,0.149407,test,SYNTHETIC
wh-0663,heat_pump,4.985751,221.359,50.152,60.011,5.242,0.205524,test,SYNTHETIC
wh-0664,heat_pump,4.655612,275.138,50.119,60.154,6.386,0.351967,test,SYNTHETIC
wh-0665,heat_pump,4.972666,265.184,49.657,58.437,5.503,0.350885,test,SYNTHETIC
wh-0666,electric_resistance,4.162967,246.935,48.037,59.531,7.226,0.23973,test,SYNTHETIC
wh-0667,heat_pump,4.374386,265.812,49.431,59.541,6.398,0.328794,test,SYNTHETIC
wh-0668,heat_pump,4.549098,241.065,49.12,58.735,5.776,0.271143,test,SYNTHETIC
wh-0669,heat_pump,4.633007,259.583,49.975,57.912,6.324,0.308993,test,SYNTHETIC
wh-0670,heat_pump,4.219212,194.702,48.915,58.927,4.236,0.238364,test,SYNTHETIC
wh-0671,heat_pump,4.72339,189.522,50.732,58.801,6.822,0.343845,test,SYNTHETIC
wh-0672,heat_pump,4.802669,231.593,49.059,59.886,5.846,0.283428,test,SYNTHETIC
wh-0673,heat_pump,4.46046,299.296,50.165,59.838,4.726,0.334406,test,SYNTHETIC
wh-0674,heat_pump,4.841805,196.815,48.937,60.311,4.207,0.274656,test,SYNTHETIC
wh-0675,electric_resistance,4.870218,191.406,49.928,59.46,8.018,0.199355,test,SYNTHETIC
wh-0676,heat_pump,4.843152,164.649,49.149,57.322,4.824,0.239057,test,SYNTHETIC
wh-0677,heat_pump,4.769692,192.252,50.633,58.626,6.955,0.242871,test,SYNTHETIC
wh-0678,electric_resistance,4.43042,181.055,48.035,57.119,9.873,0.249836,test,SYNTHETIC
wh-0679,electric_resistance,4.806799,153.115,49.762,60.96,11.048,0.182208,test,SYNTHETIC
wh-0680,heat_pump,4.606899,263.767,49.124,59.988,5.522,0.378228,test,SYNTHETIC
wh-0681,electric_resistance,4.059489,271.766,49.965,59.637,8.152,0.16722,test,SYNTHETIC
wh-0682,electric_resistance,4.624899,271.585,48.98,57.173,8.705,0.145089,test,SYNTHETIC
wh-0683,electric_resistance,4.448284,198.565,50.269,60.73,9.873,0.152881,test,SYNTHETIC
wh-0684,heat_pump,4.957265,299.116,49.95,59.813,6.505,0.279445,test,SYNTHETIC
wh-0685,electric_resistance,4.192211,172.257,50.714,58.459,11.941,0.172646,test,SYNTHETIC
wh-0686,electric_resistance,5.133437,276.015,48.791,57.414,10.257,0.146102,test,SYNTHETIC
wh-0687,heat_pump,4.206316,285.84,50.631,58.912,5.699,0.233901,test,SYNTHETIC
wh-0688,electric_resistance,4.948062,179.114,50.729,59.483,9.594,0.221024,test,SYNTHETIC
wh-0689,heat_pump,4.780023,295.848,48.77,59.221,6.029,0.251541,test,SYNTHETIC
wh-0690,heat_pump,3.848112,260.132,48.054,60.15,5.694,0.184907,test,SYNTHETIC
wh-0691,heat_pump,4.977671,198.922,49.727,57.646,5.414,0.212901,test,SYNTHETIC
wh-0692,heat_pump,4.028043,170.054,48.611,58.723,6.121,0.249067,test,SYNTHETIC
wh-0693,electric_resistance,4.125608,176.15,50.261,60.337,8.384,0.295759,test,SYNTHETIC
wh-0694,heat_pump,4.948515,186.09,50.267,59.686,4.904,0.308518,test,SYNTHETIC
wh-0695,heat_pump,3.958369,164.212,50.955,57.364,6.298,0.248976,test,SYNTHETIC
wh-0696,heat_pump,4.691385,236.268,49.002,57.971,4.761,0.212224,test,SYNTHETIC
wh-0697,heat_pump,3.934024,245.182,48.88,60.734,5.214,0.316118,test,SYNTHETIC
wh-0698,electric_resistance,5.011575,253.083,49.587,59.077,11.69,0.127516,test,SYNTHETIC
wh-0699,electric_resistance,4.846038,266.613,48.716,58.904,10.658,0.264437,test,SYNTHETIC
wh-0700,heat_pump,4.364419,219.086,48.443,59.656,6.912,0.189177,test,SYNTHETIC
