resource_id,event_timestamp,dataset_split,heater_type_heat_pump,rated_power_kw,tank_capacity_l,minimum_comfort_temp_c,maximum_temp_c,temperature_band_c,recovery_rate_c_per_hour,baseline_duty_cycle,event_hour,event_weekday,flex_direction_reduce,pre_dispatch_temp_c,pre_dispatch_power_kw,directional_temperature_margin_c,directional_temperature_margin_fraction,potential_kw,prior_event_count,prior_response_ratio_mean,prior_response_ratio_ema,prior_response_ratio_std,prior_delivered_kw_mean,prior_availability_rate,prior_override_rate,target_delivered_kw,target_response_ratio,target_is_available,target_has_override,target_outcome,target_hot_water_draw_l
wh-0354,2025-10-02T06:30:00+05:30,train,1,3.807098,183.04,49.463,59.066,9.603,6.741,0.211807,6.5,3,1,56.225,2.660675,6.762,0.704155,2.660675,17,0.519635,0.430262,0.396749,1.550859,0.588235,0.0,0.110488,0.041526,0,0,unavailable,6.131
wh-0354,2025-10-07T20:00:00+05:30,train,1,3.807098,183.04,49.463,59.066,9.603,6.741,0.211807,20.0,1,1,55.765,2.181294,6.302,0.656253,2.181294,18,0.493073,0.294204,0.400823,1.470839,0.555556,0.0,1.740772,0.798046,1,0,partial,2.55
wh-0354,2025-10-13T19:30:00+05:30,train,1,3.807098,183.04,49.463,59.066,9.603,6.741,0.211807,19.5,0,1,52.965,3.51056,3.502,0.364678,3.51056,19,0.509124,0.470549,0.396031,1.485046,0.578947,0.0,0.119487,0.034037,0,0,unavailable,3.941
wh-0354,2025-10-19T21:15:00+05:30,train,1,3.807098,183.04,49.463,59.066,9.603,6.741,0.211807,21.25,6,1,54.817,3.374894,5.354,0.557534,3.374894,20,0.48537,0.31777,0.399649,1.416768,0.55,0.0,2.882842,0.854202,1,0,delivered,21.498
wh-0354,2025-10-25T07:00:00+05:30,train,1,3.807098,183.04,49.463,59.066,9.603,6.741,0.211807,7.0,5,0,53.605,0.596489,5.461,0.568676,3.210609,21,0.502933,0.505521,0.397849,1.486581,0.571429,0.0,2.683941,0.83596,1,0,delivered,5.029
wh-0354,2025-10-29T20:15:00+05:30,train,1,3.807098,183.04,49.463,59.066,9.603,6.741,0.211807,20.25,2,1,51.411,2.323181,1.948,0.202853,2.323181,22,0.518071,0.621175,0.394843,1.541006,0.590909,0.0,0.210633,0.090666,1,1,override,15.006
wh-0354,2025-11-04T21:30:00+05:30,train,1,3.807098,183.04,49.463,59.066,9.603,6.741,0.211807,21.5,1,1,56.039,2.392103,6.576,0.684786,2.392103,23,0.499488,0.435497,0.395878,1.483164,0.608696,0.043478,1.987953,0.831048,1,0,delivered,24.892
wh-0354,2025-11-10T19:30:00+05:30,train,1,3.807098,183.04,49.463,59.066,9.603,6.741,0.211807,19.5,0,1,55.261,2.478339,5.798,0.60377,2.478339,24,0.513303,0.57394,0.393166,1.504197,0.625,0.041667,0.073226,0.029547,1,1,override,9.685
wh-0354,2025-11-17T17:00:00+05:30,train,1,3.807098,183.04,49.463,59.066,9.603,6.741,0.211807,17.0,0,1,53.933,3.41903,4.47,0.46548,3.41903,25,0.493953,0.383402,0.396715,1.446958,0.64,0.08,2.622394,0.767,1,0,partial,37.015
wh-0354,2025-11-22T06:00:00+05:30,train,1,3.807098,183.04,49.463,59.066,9.603,6.741,0.211807,6.0,5,1,53.584,2.960941,4.121,0.429137,2.960941,26,0.504455,0.517661,0.392538,1.492167,0.653846,0.076923,2.249582,0.759752,1,0,partial,10.598
wh-0354,2025-12-01T21:00:00+05:30,train,1,3.807098,183.04,49.463,59.066,9.603,6.741,0.211807,21.0,0,0,56.84,0.837022,2.226,0.231803,2.970076,27,0.51391,0.602393,0.388206,1.520219,0.666667,0.074074,1.834926,0.617804,1,0,partial,3.263
wh-0354,2025-12-06T21:00:00+05:30,train,1,3.807098,183.04,49.463,59.066,9.603,6.741,0.211807,21.0,5,1,52.429,3.180468,2.966,0.308862,3.180468,28,0.517621,0.607787,0.381698,1.531459,0.678571,0.071429,0.753769,0.236999,1,1,override,3.942
wh-0354,2025-12-12T19:45:00+05:30,train,1,3.807098,183.04,49.463,59.066,9.603,6.741,0.211807,19.75,4,1,48.55,3.022981,0.0,0.0,3.022981,29,0.507944,0.478011,0.378539,1.504642,0.689655,0.103448,0.130212,0.043074,0,0,unavailable,9.068
wh-0355,2025-06-22T07:45:00+05:30,train,1,4.318613,209.597,50.185,60.83,10.645,4.058,0.21142,7.75,6,1,55.239,3.155085,5.054,0.474777,3.155085,0,,,,,,,0.015414,0.004885,0,0,unavailable,35.345
wh-0355,2025-06-29T08:30:00+05:30,train,1,4.318613,209.597,50.185,60.83,10.645,4.058,0.21142,8.5,6,1,57.483,3.143903,7.298,0.68558,3.143903,1,0.004885,0.004885,,0.015414,0.0,0.0,2.448412,0.778781,1,0,partial,22.405
wh-0355,2025-07-01T20:30:00+05:30,train,1,4.318613,209.597,50.185,60.83,10.645,4.058,0.21142,20.5,1,1,55.8,4.30854,5.615,0.527478,4.30854,2,0.391833,0.275749,0.386948,1.231913,0.5,0.0,3.807248,0.883652,1,0,delivered,10.649
wh-0355,2025-07-11T17:00:00+05:30,train,1,4.318613,209.597,50.185,60.83,10.645,4.058,0.21142,17.0,4,1,57.548,2.847218,7.363,0.691686,2.847218,3,0.555773,0.488515,0.391882,2.090358,0.666667,0.0,0.257583,0.090468,1,1,override,24.452
wh-0355,2025-07-16T08:15:00+05:30,train,1,4.318613,209.597,50.185,60.83,10.645,4.058,0.21142,8.25,2,1,55.468,2.725605,5.283,0.496289,2.725605,4,0.439446,0.349198,0.394682,1.632164,0.75,0.25,0.013099,0.004806,0,0,unavailable,1.3
wh-0355,2025-07-23T20:30:00+05:30,train,1,4.318613,209.597,50.185,60.83,10.645,4.058,0.21142,20.5,2,0,56.787,0.248832,4.043,0.379803,4.069781,5,0.352518,0.228661,0.393504,1.308351,0.6,0.2,0.624833,0.15353,1,1,override,38.537
wh-0355,2025-07-27T17:15:00+05:30,train,1,4.318613,209.597,50.185,60.83,10.645,4.058,0.21142,17.25,6,0,51.551,0.849101,9.279,0.871677,3.469512,6,0.319354,0.202365,0.366793,1.194432,0.666667,0.333333,3.180172,0.916605,1,0,delivered,4.441
wh-0355,2025-07-31T19:45:00+05:30,train,1,4.318613,209.597,50.185,60.83,10.645,4.058,0.21142,19.75,3,1,52.672,4.048232,2.487,0.233631,4.048232,7,0.404675,0.452349,0.398743,1.478109,0.714286,0.285714,0.267539,0.066088,0,1,unavailable,20.647
wh-0355,2025-08-06T08:45:00+05:30,train,1,4.318613,209.597,50.185,60.83,10.645,4.058,0.21142,8.75,2,1,50.881,2.997165,0.696,0.065383,2.997165,8,0.362352,0.317158,0.389436,1.326788,0.625,0.375,0.118784,0.039632,0,1,unavailable,21.216
wh-0355,2025-08-15T12:45:00+05:30,train,1,4.318613,209.597,50.185,60.83,10.645,4.058,0.21142,12.75,4,0,56.485,0.558929,4.345,0.408173,3.759684,9,0.326494,0.220024,0.380914,1.192565,0.555556,0.444444,3.170416,0.843267,1,0,delivered,4.707
wh-0355,2025-08-18T19:45:00+05:30,train,1,4.318613,209.597,50.185,60.83,10.645,4.058,0.21142,19.75,0,1,55.185,2.654502,5.0,0.469704,2.654502,10,0.378171,0.438159,0.393219,1.39035,0.6,0.4,0.119146,0.044885,1,1,override,18.843
wh-0355,2025-08-28T19:30:00+05:30,train,1,4.318613,209.597,50.185,60.83,10.645,4.058,0.21142,19.5,3,1,55.376,3.947122,5.191,0.487647,3.947122,11,0.347873,0.300513,0.386969,1.274786,0.636364,0.454545,0.090702,0.022979,1,1,override,19.81
wh-0355,2025-09-02T21:30:00+05:30,train,1,4.318613,209.597,50.185,60.83,10.645,4.058,0.21142,21.5,1,1,57.75,3.580489,7.565,0.710662,3.580489,12,0.320798,0.203376,0.381221,1.176112,0.666667,0.5,2.630148,0.734578,1,0,partial,31.823
wh-0355,2025-09-06T07:15:00+05:30,train,1,4.318613,209.597,50.185,60.83,10.645,4.058,0.21142,7.25,5,0,56.872,0.570033,3.958,0.371818,3.74858,13,0.352627,0.389297,0.382501,1.287961,0.692308,0.461538,3.485741,0.929883,1,0,delivered,21.801
wh-0355,2025-09-14T07:30:00+05:30,train,1,4.318613,209.597,50.185,60.83,10.645,4.058,0.21142,7.5,6,1,54.769,3.872788,4.584,0.430625,3.872788,14,0.39386,0.578502,0.39744,1.444945,0.714286,0.428571,3.187325,0.823005,1,0,delivered,29.901
wh-0355,2025-09-20T19:45:00+05:30,train,1,4.318613,209.597,50.185,60.83,10.645,4.058,0.21142,19.75,5,1,57.287,3.54286,7.102,0.667168,3.54286,15,0.42247,0.664078,0.398606,1.561104,0.733333,0.4,0.857955,0.242164,1,1,override,39.265
wh-0355,2025-09-26T19:15:00+05:30,train,1,4.318613,209.597,50.185,60.83,10.645,4.058,0.21142,19.25,4,1,52.449,3.632251,2.264,0.212682,3.632251,16,0.4112,0.516408,0.388409,1.517157,0.75,0.4375,0.101546,0.027957,0,1,unavailable,31.086
wh-0355,2025-09-29T17:00:00+05:30,train,1,4.318613,209.597,50.185,60.83,10.645,4.058,0.21142,17.0,0,0,57.988,0.162061,2.842,0.26698,4.156552,17,0.388657,0.34545,0.387452,1.433886,0.705882,0.470588,3.005818,0.723152,1,0,partial,16.926
wh-0355,2025-10-09T06:00:00+05:30,train,1,4.318613,209.597,50.185,60.83,10.645,4.058,0.21142,6.0,3,1,52.228,3.114571,2.043,0.191921,3.114571,18,0.40724,0.477646,0.384252,1.521216,0.722222,0.444444,0.86243,0.276902,1,1,override,7.89
wh-0355,2025-10-13T18:45:00+05:30,train,1,4.318613,209.597,50.185,60.83,10.645,4.058,0.21142,18.75,0,1,55.274,3.164018,5.089,0.478065,3.164018,19,0.40038,0.407385,0.375134,1.486543,0.736842,0.473684,1.969891,0.622592,1,0,partial,15.851
wh-0355,2025-10-17T17:00:00+05:30,train,1,4.318613,209.597,50.185,60.83,10.645,4.058,0.21142,17.0,4,1,52.686,4.108527,2.501,0.234946,4.108527,20,0.411491,0.482708,0.368829,1.51071,0.75,0.45,0.528592,0.128657,1,1,override,7.801
wh-0355,2025-10-25T08:15:00+05:30,train,1,4.318613,209.597,50.185,60.83,10.645,4.058,0.21142,8.25,5,0,58.315,0.984063,2.515,0.236261,3.33455,21,0.398022,0.35879,0.364945,1.463943,0.761905,0.47619,0.740233,0.221989,1,1,override,27.673
wh-0355,2025-11-02T07:15:00+05:30,train,1,4.318613,209.597,50.185,60.83,10.645,4.058,0.21142,7.25,6,0,53.136,0.643905,7.694,0.722781,3.674708,22,0.390021,0.31091,0.358435,1.431047,0.772727,0.5,0.294212,0.080064,1,1,override,26.888
wh-0355,2025-11-04T08:30:00+05:30,train,1,4.318613,209.597,50.185,60.83,10.645,4.058,0.21142,8.5,1,1,57.095,3.611293,6.91,0.649131,3.611293,23,0.376544,0.230114,0.356209,1.381619,0.782609,0.521739,3.061422,0.847736,1,0,delivered,8.021
wh-0355,2025-11-11T06:15:00+05:30,train,1,4.318613,209.597,50.185,60.83,10.645,4.058,0.21142,6.25,1,1,53.314,2.891079,3.129,0.293941,2.891079,24,0.396177,0.446281,0.361197,1.451611,0.791667,0.5,0.048933,0.016926,0,1,unavailable,16.298
wh-0355,2025-11-20T19:15:00+05:30,train,1,4.318613,209.597,50.185,60.83,10.645,4.058,0.21142,19.25,3,0,54.744,0.340957,6.086,0.571724,3.977656,25,0.381007,0.296007,0.361619,1.395504,0.76,0.52,2.816612,0.708108,1,0,partial,14.972
wh-0355,2025-11-25T06:00:00+05:30,train,1,4.318613,209.597,50.185,60.83,10.645,4.058,0.21142,6.0,1,1,55.11,2.774778,4.925,0.462659,2.774778,26,0.393588,0.440242,0.360133,1.450162,0.769231,0.5,2.175149,0.7839,1,0,partial,4.654
wh-0355,2025-11-30T07:30:00+05:30,train,1,4.318613,209.597,50.185,60.83,10.645,4.058,0.21142,7.5,6,1,54.653,3.735758,4.468,0.419728,3.735758,27,0.408044,0.560523,0.361006,1.477013,0.777778,0.481481,3.072199,0.822376,1,0,delivered,5.115
wh-0355,2025-12-05T17:15:00+05:30,train,1,4.318613,209.597,50.185,60.83,10.645,4.058,0.21142,17.25,4,1,55.523,4.304425,5.338,0.501456,4.304425,28,0.422842,0.652171,0.362744,1.533984,0.785714,0.464286,0.184358,0.04283,0,1,unavailable,31.116
wh-0355,2025-12-11T20:30:00+05:30,train,1,4.318613,209.597,50.185,60.83,10.645,4.058,0.21142,20.5,3,1,57.062,4.197783,6.877,0.646031,4.197783,29,0.409738,0.438902,0.363116,1.487445,0.758621,0.482759,3.728254,0.888148,1,0,delivered,11.317
wh-0356,2025-06-19T08:00:00+05:30,train,1,3.820444,297.293,50.808,58.384,7.576,5.434,0.35981,8.0,3,1,55.806,2.800465,4.998,0.659715,2.800465,0,,,,,,,0.18045,0.064436,0,0,unavailable,39.564
wh-0356,2025-06-29T21:00:00+05:30,train,1,3.820444,297.293,50.808,58.384,7.576,5.434,0.35981,21.0,6,1,53.879,3.528722,3.071,0.405359,3.528722,1,0.064436,0.064436,,0.18045,0.0,0.0,3.272389,0.927358,1,0,delivered,13.694
wh-0356,2025-07-02T07:15:00+05:30,train,1,3.820444,297.293,50.808,58.384,7.576,5.434,0.35981,7.25,2,0,55.222,0.838153,3.162,0.417371,2.982291,2,0.495897,0.366459,0.431461,1.726419,0.5,0.0,2.569664,0.861641,1,0,delivered,11.141
wh-0356,2025-07-08T17:45:00+05:30,train,1,3.820444,297.293,50.808,58.384,7.576,5.434,0.35981,17.75,1,1,52.382,3.419831,1.574,0.207761,3.419831,3,0.617812,0.539773,0.392214,2.007501,0.666667,0.0,0.320515,0.093722,1,1,override,2.946
wh-0356,2025-07-17T17:30:00+05:30,train,1,3.820444,297.293,50.808,58.384,7.576,5.434,0.35981,17.5,3,1,54.816,3.325204,4.008,0.529039,3.325204,4,0.486789,0.383655,0.408503,1.585754,0.75,0.25,2.75629,0.828909,1,0,delivered,21.104
wh-0356,2025-07-19T08:45:00+05:30,train,1,3.820444,297.293,50.808,58.384,7.576,5.434,0.35981,8.75,5,1,53.223,2.458059,2.415,0.31877,2.458059,5,0.555213,0.539494,0.390163,1.819862,0.8,0.2,1.922609,0.782165,1,0,partial,30.258
wh-0356,2025-07-28T21:30:00+05:30,train,1,3.820444,297.293,50.808,58.384,7.576,5.434,0.35981,21.5,0,1,49.573,2.616164,0.0,0.0,2.616164,6,0.593039,0.624429,0.366073,1.836986,0.833333,0.166667,0.386724,0.147821,1,1,override,1.237
wh-0356,2025-08-02T19:45:00+05:30,train,1,3.820444,297.293,50.808,58.384,7.576,5.434,0.35981,19.75,5,1,57.231,2.740163,6.423,0.847809,2.740163,7,0.529436,0.457616,0.373011,1.629806,0.857143,0.285714,1.940625,0.708215,1,0,partial,10.836
wh-0356,2025-08-07T18:15:00+05:30,train,1,3.820444,297.293,50.808,58.384,7.576,5.434,0.35981,18.25,3,0,54.565,0.56473,3.819,0.504092,3.255714,8,0.551783,0.545326,0.353894,1.668658,0.875,0.25,0.198274,0.0609,0,0,unavailable,5.75
wh-0356,2025-08-12T19:00:00+05:30,train,1,3.820444,297.293,50.808,58.384,7.576,5.434,0.35981,19.0,1,0,55.054,0.336927,3.33,0.439546,3.483517,9,0.497241,0.375777,0.367593,1.505282,0.777778,0.222222,0.110555,0.031737,0,0,unavailable,8.885
wh-0356,2025-08-20T07:45:00+05:30,train,1,3.820444,297.293,50.808,58.384,7.576,5.434,0.35981,7.75,2,1,53.975,3.620117,3.167,0.418031,3.620117,10,0.45069,0.255363,0.375652,1.365809,0.7,0.2,0.215289,0.05947,1,1,override,39.442
wh-0356,2025-08-25T07:45:00+05:30,train,1,3.820444,297.293,50.808,58.384,7.576,5.434,0.35981,7.75,0,1,53.905,3.423813,3.097,0.408791,3.423813,11,0.415125,0.1868,0.375413,1.261217,0.727273,0.272727,0.234845,0.068592,0,0,unavailable,15.114
wh-0356,2025-08-31T19:15:00+05:30,train,1,3.820444,297.293,50.808,58.384,7.576,5.434,0.35981,19.25,6,1,55.013,2.829658,4.205,0.555042,2.829658,12,0.386247,0.145427,0.371972,1.175686,0.666667,0.25,2.139631,0.756145,1,0,partial,28.27
wh-0356,2025-09-06T06:15:00+05:30,train,1,3.820444,297.293,50.808,58.384,7.576,5.434,0.35981,6.25,5,0,57.055,0.393753,1.329,0.175422,3.426691,13,0.414701,0.359179,0.370723,1.249835,0.692308,0.230769,1.813378,0.529192,1,0,partial,2.608
wh-0356,2025-09-13T20:15:00+05:30,train,1,3.820444,297.293,50.808,58.384,7.576,5.434,0.35981,20.25,5,1,52.2,3.556952,1.392,0.183738,3.556952,14,0.422879,0.418683,0.358452,1.290088,0.714286,0.214286,3.030696,0.852049,1,0,delivered,23.44
wh-0356,2025-09-17T19:15:00+05:30,train,1,3.820444,297.293,50.808,58.384,7.576,5.434,0.35981,19.25,2,1,52.422,3.734053,1.614,0.213041,3.734053,15,0.45149,0.570361,0.362467,1.406129,0.733333,0.2,0.119817,0.032088,0,1,unavailable,28.553
wh-0356,2025-09-25T20:45:00+05:30,train,1,3.820444,297.293,50.808,58.384,7.576,5.434,0.35981,20.75,3,1,51.876,3.209451,1.068,0.140971,3.209451,16,0.425277,0.381966,0.365346,1.325734,0.6875,0.25,0.848391,0.264341,1,1,override,29.693
wh-0356,2025-09-30T06:45:00+05:30,train,1,3.820444,297.293,50.808,58.384,7.576,5.434,0.35981,6.75,1,1,52.607,3.15178,1.799,0.23746,3.15178,17,0.415811,0.340797,0.356455,1.297655,0.705882,0.294118,0.224194,0.071132,0,0,unavailable,25.47
wh-0356,2025-10-05T18:30:00+05:30,train,1,3.820444,297.293,50.808,58.384,7.576,5.434,0.35981,18.5,6,1,51.22,3.76585,0.412,0.054382,3.76585,18,0.396662,0.246414,0.355295,1.238019,0.666667,0.277778,0.280816,0.074569,0,1,unavailable,21.916
wh-0356,2025-10-12T19:00:00+05:30,train,1,3.820444,297.293,50.808,58.384,7.576,5.434,0.35981,19.0,6,1,52.905,2.603102,2.097,0.276795,2.603102,19,0.37971,0.186268,0.353219,1.18764,0.631579,0.315789,0.030761,0.011817,0,0,unavailable,1.502
wh-0356,2025-10-20T07:15:00+05:30,train,1,3.820444,297.293,50.808,58.384,7.576,5.434,0.35981,7.25,0,1,53.817,2.434936,3.009,0.397175,2.434936,20,0.361315,0.12521,0.353489,1.129796,0.6,0.3,0.143505,0.058936,0,0,unavailable,36.254
wh-0356,2025-10-24T17:15:00+05:30,train,1,3.820444,297.293,50.808,58.384,7.576,5.434,0.35981,17.25,4,1,54.87,3.112943,4.062,0.536167,3.112943,21,0.346916,0.102014,0.350928,1.082829,0.571429,0.285714,0.302251,0.097095,1,1,override,10.969
wh-0356,2025-11-02T20:45:00+05:30,train,1,3.820444,297.293,50.808,58.384,7.576,5.434,0.35981,20.75,6,1,54.534,2.977895,3.726,0.491816,2.977895,22,0.33556,0.100293,0.346786,1.047349,0.590909,0.318182,0.20719,0.069576,0,1,unavailable,17.17
wh-0356,2025-11-04T20:15:00+05:30,train,1,3.820444,297.293,50.808,58.384,7.576,5.434,0.35981,20.25,1,1,55.107,2.46273,4.299,0.56745,2.46273,23,0.323996,0.089542,0.343474,1.01082,0.565217,0.347826,1.712034,0.695177,1,0,partial,43.956
wh-0356,2025-11-10T19:30:00+05:30,train,1,3.820444,297.293,50.808,58.384,7.576,5.434,0.35981,19.5,0,1,52.905,2.245957,2.097,0.276795,2.245957,24,0.339462,0.301514,0.344326,1.040037,0.583333,0.333333,0.133194,0.059304,0,1,unavailable,7.267
wh-0356,2025-11-20T21:45:00+05:30,train,1,3.820444,297.293,50.808,58.384,7.576,5.434,0.35981,21.75,3,1,49.003,2.487674,0.0,0.0,2.487674,25,0.328255,0.216741,0.341807,1.003763,0.56,0.36,0.178595,0.071792,0,0,unavailable,40.736
wh-0356,2025-11-24T19:30:00+05:30,train,1,3.820444,297.293,50.808,58.384,7.576,5.434,0.35981,19.5,0,1,53.301,3.572721,2.493,0.329065,3.572721,26,0.318391,0.166009,0.338778,0.972026,0.538462,0.346154,2.51379,0.703607,1,0,partial,2.664
wh-0356,2025-12-01T07:45:00+05:30,train,1,3.820444,297.293,50.808,58.384,7.576,5.434,0.35981,7.75,0,1,53.527,3.309226,2.719,0.358897,3.309226,27,0.332659,0.354168,0.340312,1.029129,0.555556,0.333333,0.227429,0.068726,0,0,unavailable,9.44
wh-0356,2025-12-06T18:00:00+05:30,train,1,3.820444,297.293,50.808,58.384,7.576,5.434,0.35981,18.0,5,1,54.92,3.676493,4.112,0.542767,3.676493,28,0.323233,0.254263,0.33775,1.000496,0.535714,0.321429,3.262685,0.887445,1,0,delivered,3.672
wh-0356,2025-12-14T07:45:00+05:30,train,1,3.820444,297.293,50.808,58.384,7.576,5.434,0.35981,7.75,6,0,54.177,0.015943,4.207,0.555306,3.804501,29,0.342688,0.475877,0.347477,1.078503,0.551724,0.310345,0.155408,0.040849,0,1,unavailable,28.509
wh-0357,2025-06-23T19:00:00+05:30,train,0,4.563426,276.195,49.968,58.05,8.082,9.138,0.162472,19.0,0,1,54.669,3.934116,4.701,0.581663,3.934116,0,,,,,,,0.185106,0.047052,0,0,unavailable,20.132
wh-0357,2025-06-29T06:00:00+05:30,train,0,4.563426,276.195,49.968,58.05,8.082,9.138,0.162472,6.0,6,0,50.732,0.537254,7.318,0.905469,4.026172,1,0.047052,0.047052,,0.185106,0.0,0.0,0.227179,0.056426,0,0,unavailable,20.913
wh-0357,2025-07-01T18:45:00+05:30,train,0,4.563426,276.195,49.968,58.05,8.082,9.138,0.162472,18.75,1,0,53.049,0.286388,5.001,0.618782,4.277038,2,0.051739,0.050333,0.004687,0.206143,0.0,0.0,3.22084,0.753054,1,0,partial,4.617
wh-0357,2025-07-07T20:15:00+05:30,train,0,4.563426,276.195,49.968,58.05,8.082,9.138,0.162472,20.25,0,1,54.202,2.949089,4.234,0.52388,2.949089,3,0.285511,0.296285,0.330625,1.211042,0.333333,0.0,2.613861,0.886328,1,0,delivered,19.53
wh-0357,2025-07-16T07:15:00+05:30,train,0,4.563426,276.195,49.968,58.05,8.082,9.138,0.162472,7.25,2,1,55.108,4.059311,5.14,0.635981,4.059311,4,0.435715,0.5028,0.386871,1.561746,0.5,0.0,3.111609,0.766536,1,0,partial,0.0
wh-0357,2025-07-21T20:15:00+05:30,train,0,4.563426,276.195,49.968,58.05,8.082,9.138,0.162472,20.25,0,1,53.909,4.371711,3.941,0.487627,4.371711,5,0.501879,0.595108,0.370467,1.871719,0.6,0.0,0.074909,0.017135,0,0,unavailable,36.958
wh-0357,2025-07-26T19:00:00+05:30,train,0,4.563426,276.195,49.968,58.05,8.082,9.138,0.162472,19.0,5,1,50.776,2.779587,0.808,0.099975,2.779587,6,0.421088,0.392817,0.383415,1.572251,0.5,0.0,1.64942,0.593405,1,0,partial,30.424
wh-0357,2025-08-01T18:30:00+05:30,train,0,4.563426,276.195,49.968,58.05,8.082,9.138,0.162472,18.5,4,1,52.012,4.027338,2.044,0.252908,4.027338,7,0.445705,0.463023,0.360058,1.583275,0.571429,0.0,0.564073,0.140061,1,1,override,0.549
wh-0357,2025-08-08T19:00:00+05:30,train,0,4.563426,276.195,49.968,58.05,8.082,9.138,0.162472,19.0,4,0,54.39,0.440322,3.66,0.452858,4.123104,8,0.4075,0.349986,0.351645,1.455875,0.625,0.125,0.036642,0.008887,0,0,unavailable,4.666
wh-0357,2025-08-14T08:45:00+05:30,train,0,4.563426,276.195,49.968,58.05,8.082,9.138,0.162472,8.75,3,1,52.812,4.556429,2.844,0.351893,4.556429,9,0.363209,0.230602,0.354412,1.298182,0.555556,0.111111,0.411196,0.090245,1,1,override,7.084
wh-0357,2025-08-18T08:15:00+05:30,train,0,4.563426,276.195,49.968,58.05,8.082,9.138,0.162472,8.25,0,1,52.411,4.469116,2.443,0.302277,4.469116,10,0.335913,0.181477,0.346054,1.209483,0.6,0.2,3.452822,0.772596,1,0,partial,29.335
wh-0357,2025-08-26T21:00:00+05:30,train,0,4.563426,276.195,49.968,58.05,8.082,9.138,0.162472,21.0,1,1,56.687,4.364336,6.719,0.831354,4.364336,11,0.375611,0.388368,0.353024,1.413423,0.636364,0.181818,3.712052,0.850542,1,0,delivered,4.117
wh-0357,2025-09-02T08:30:00+05:30,train,0,4.563426,276.195,49.968,58.05,8.082,9.138,0.162472,8.5,1,1,53.758,3.389762,3.79,0.468943,3.389762,12,0.415189,0.550129,0.362589,1.604976,0.666667,0.166667,2.747502,0.810529,1,0,delivered,10.225
wh-0357,2025-09-07T08:15:00+05:30,train,0,4.563426,276.195,49.968,58.05,8.082,9.138,0.162472,8.25,6,1,50.591,3.039169,0.623,0.077085,3.039169,13,0.4456,0.641269,0.363944,1.692862,0.692308,0.153846,2.540774,0.83601,1,0,delivered,0.0
wh-0357,2025-09-12T20:45:00+05:30,train,0,4.563426,276.195,49.968,58.05,8.082,9.138,0.162472,20.75,4,0,56.027,0.586551,2.023,0.250309,3.976875,14,0.473486,0.709428,0.364834,1.753428,0.714286,0.142857,3.297522,0.829174,1,0,delivered,14.334
wh-0357,2025-09-21T19:45:00+05:30,train,0,4.563426,276.195,49.968,58.05,8.082,9.138,0.162472,19.75,6,1,55.681,3.138356,5.713,0.706879,3.138356,15,0.497199,0.751339,0.363459,1.856367,0.733333,0.133333,0.129171,0.041159,0,0,unavailable,36.484
wh-0357,2025-09-24T19:30:00+05:30,train,0,4.563426,276.195,49.968,58.05,8.082,9.138,0.162472,19.5,2,1,51.483,3.547672,1.515,0.187454,3.547672,16,0.468696,0.502776,0.368825,1.748417,0.6875,0.125,3.144531,0.886365,1,0,delivered,7.848
wh-0357,2025-09-30T07:15:00+05:30,train,0,4.563426,276.195,49.968,58.05,8.082,9.138,0.162472,7.25,1,1,54.101,3.11449,4.133,0.511383,3.11449,17,0.493265,0.637032,0.371063,1.830542,0.705882,0.117647,2.946995,0.946221,1,0,delivered,16.454
wh-0357,2025-10-07T08:00:00+05:30,train,0,4.563426,276.195,49.968,58.05,8.082,9.138,0.162472,8.0,1,1,57.036,3.886699,7.068,0.874536,3.886699,18,0.518429,0.745248,0.375238,1.892567,0.722222,0.111111,3.886699,1.0,1,0,delivered,20.928
wh-0357,2025-10-14T08:15:00+05:30,train,0,4.563426,276.195,49.968,58.05,8.082,9.138,0.162472,8.25,1,1,55.687,2.912786,5.719,0.707622,2.912786,19,0.543775,0.834411,0.380731,1.997521,0.736842,0.105263,2.805347,0.963115,1,0,delivered,23.329
wh-0357,2025-10-17T19:15:00+05:30,train,0,4.563426,276.195,49.968,58.05,8.082,9.138,0.162472,19.25,4,0,52.086,1.030006,5.964,0.737936,3.53342,20,0.564742,0.879458,0.382179,2.037913,0.75,0.1,2.613379,0.739617,1,0,partial,12.53
wh-0357,2025-10-24T17:00:00+05:30,train,0,4.563426,276.195,49.968,58.05,8.082,9.138,0.162472,17.0,4,0,57.618,0.236536,0.432,0.053452,4.32689,21,0.573069,0.830513,0.374824,2.065316,0.761905,0.095238,0.175265,0.040506,0,0,unavailable,15.7
wh-0357,2025-10-31T18:30:00+05:30,train,0,4.563426,276.195,49.968,58.05,8.082,9.138,0.162472,18.5,4,1,55.314,3.74906,5.346,0.66147,3.74906,22,0.548862,0.554011,0.382639,1.979404,0.727273,0.090909,0.321358,0.085717,1,1,override,18.79
wh-0357,2025-11-05T06:00:00+05:30,train,0,4.563426,276.195,49.968,58.05,8.082,9.138,0.162472,6.0,2,1,57.774,2.71198,7.806,0.96585,2.71198,23,0.528725,0.390108,0.385963,1.907315,0.73913,0.130435,2.589408,0.954804,1,0,delivered,14.399
