id,type,location_id,rated_power_kw,earliest_start,latest_end,required_kwh,minimum_kwh,maximum_kwh,minimum_duration,maximum_duration,deadline,min_power,max_power,override_rate,availability_rate,state,battery_capacity_kwh,arrival_soc_pct,target_soc_pct,dataset_split,acn_source_session
ev_0348,ev,simulation_feeder_08,9.92,2026-01-15T20:15:00+05:30,2026-01-15T21:01:12+05:30,6.606,5.285,7.638,15,46,2026-01-15T21:01:12+05:30,1.4,9.92,0.0581,0.9751,available,96.49,30.4,37.2,train,time series data/caltech/California_Garage_02/2-6-3-1361-2019-04-01T14-46-59-608127.csv.gz
ev_0349,ev,simulation_feeder_09,2.43,2026-01-15T21:30:00+05:30,2026-01-16T06:09:19+05:30,5.105,4.084,21.032,15,519,2026-01-16T06:09:19+05:30,1.4,2.43,0.0662,0.9045,available,84.06,34.8,40.9,train,time series data/jpl/Arroyo_Garage_01/1-1-194-818-2020-07-06T16-05-42-848936.csv.gz
ev_0350,ev,simulation_feeder_10,7.41,2026-01-15T22:00:00+05:30,2026-01-16T06:35:22+05:30,21.985,17.588,63.648,15,515,2026-01-16T06:35:22+05:30,1.4,7.41,0.1116,0.9759,available,68.33,54.3,86.5,train,time series data/caltech/California_Garage_02/2-6-3-1623-2019-11-22T16-42-21-071044.csv.gz
ev_0351,ev,simulation_feeder_01,2.31,2026-01-15T05:30:00+05:30,2026-01-15T08:06:21+05:30,2.535,2.028,6.019,15,156,2026-01-15T08:06:21+05:30,1.4,2.31,0.0806,0.9826,available,99.79,86.2,88.7,train,time series data/caltech/California_Garage_01/2-39-79-382-2018-10-25T00-11-51-696440.csv.gz
ev_0352,ev,simulation_feeder_02,10.74,2026-01-15T05:45:00+05:30,2026-01-15T06:20:24+05:30,3.021,2.417,6.337,15,35,2026-01-15T06:20:24+05:30,1.4,10.74,0.1622,0.9073,available,54.97,76.2,81.7,train,time series data/caltech/California_Garage_02/2-6-3-1631-2020-04-24T00-27-10-050196.csv.gz
ev_0353,ev,simulation_feeder_03,6.38,2026-01-15T03:15:00+05:30,2026-01-15T09:47:43+05:30,11.401,9.121,38.13,15,392,2026-01-15T09:47:43+05:30,1.4,6.38,0.1201,0.9004,available,38.13,20.5,50.4,train,time series data/caltech/N_Wilson_Garage_01/2-137-441-3006-2020-02-22T21-59-39-440582.csv.gz
ev_0354,ev,simulation_feeder_04,7.53,2026-01-15T10:15:00+05:30,2026-01-15T13:54:58+05:30,26.676,21.341,27.606,15,219,2026-01-15T13:54:58+05:30,1.4,7.53,0.063,0.9391,available,60.29,29.9,74.1,train,time series data/caltech/California_Garage_02/2-6-3-1631-2019-09-12T04-49-34-772976.csv.gz
ev_0355,ev,simulation_feeder_05,3.31,2026-01-15T02:45:00+05:30,2026-01-15T03:47:35+05:30,3.342,2.674,3.453,15,62,2026-01-15T03:47:35+05:30,1.4,3.31,0.2159,0.9789,available,38.61,16.5,25.2,train,time series data/caltech/California_Garage_02/2-6-3-1363-2020-04-28T21-18-29-984832.csv.gz
ev_0356,ev,simulation_feeder_06,6.3,2026-01-15T19:30:00+05:30,2026-01-16T05:15:03+05:30,13.246,10.597,61.43,15,585,2026-01-16T05:15:03+05:30,1.4,6.3,0.1223,0.8889,available,67.4,23.5,43.2,train,time series data/caltech/California_Garage_01/2-39-79-377-2018-09-19T14-13-08-327871.csv.gz
ev_0357,ev,simulation_feeder_07,6.62,2026-01-15T02:45:00+05:30,2026-01-15T06:02:02+05:30,13.168,10.534,21.739,15,197,2026-01-15T06:02:02+05:30,1.4,6.62,0.0591,0.8847,available,63.73,29.1,49.8,train,time series data/caltech/California_Garage_01/2-39-79-378-2018-06-22T21-29-32-213819.csv.gz
ev_0358,ev,simulation_feeder_08,6.81,2026-01-15T23:30:00+05:30,2026-01-16T07:31:40+05:30,16.541,13.233,54.669,15,481,2026-01-16T07:31:40+05:30,1.4,6.81,0.1665,0.898,available,58.0,28.9,57.4,train,time series data/caltech/California_Garage_01/2-39-78-363-2019-06-18T18-01-13-677057.csv.gz
ev_0359,ev,simulation_feeder_09,6.32,2026-01-15T00:30:00+05:30,2026-01-15T03:55:40+05:30,7.563,6.05,21.664,15,205,2026-01-15T03:55:40+05:30,1.4,6.32,0.0848,0.8971,available,38.51,24.6,44.2,train,time series data/caltech/California_Garage_02/2-6-3-1367-2019-08-28T19-14-53-284020.csv.gz
ev_0360,ev,simulation_feeder_10,9.94,2026-01-15T10:30:00+05:30,2026-01-15T20:58:48+05:30,39.594,31.675,79.56,15,628,2026-01-15T20:58:48+05:30,1.4,9.94,0.1764,0.9138,available,79.56,34.6,84.4,train,time series data/caltech/California_Garage_02/2-6-3-1366-2019-02-06T05-11-01-196706.csv.gz
ev_0361,ev,simulation_feeder_01,6.42,2026-01-15T08:15:00+05:30,2026-01-15T08:37:59+05:30,2.351,1.881,2.459,15,22,2026-01-15T08:37:59+05:30,1.4,6.42,0.1539,0.9448,available,46.37,16.2,21.3,train,time series data/caltech/California_Garage_02/2-6-3-1361-2019-09-08T02-59-33-260951.csv.gz
ev_0362,ev,simulation_feeder_02,22.0,2026-01-15T09:15:00+05:30,2026-01-15T09:30:00+05:30,1.134,0.907,5.5,15,15,2026-01-15T09:30:00+05:30,1.4,22.0,0.1406,0.9806,available,85.3,86.4,87.7,train,time series data/caltech/N_Wilson_Garage_01/2-137-521-3845-2020-10-08T03-55-12-287335.csv.gz
ev_0363,ev,simulation_feeder_03,1.89,2026-01-15T20:00:00+05:30,2026-01-16T00:45:56+05:30,0.882,0.706,9.007,15,285,2026-01-16T00:45:56+05:30,1.4,1.89,0.089,0.9655,available,98.39,82.1,83.0,train,time series data/jpl/Arroyo_Garage_01/1-1-194-822-2020-07-21T14-31-36-433572.csv.gz
ev_0364,ev,simulation_feeder_04,3.03,2026-01-15T22:45:00+05:30,2026-01-16T04:58:45+05:30,7.003,5.602,18.874,15,373,2026-01-16T04:58:45+05:30,1.4,3.03,0.1707,0.9586,available,98.44,26.1,33.2,train,time series data/caltech/California_Garage_02/2-6-3-1364-2020-11-05T17-15-35-187312.csv.gz
ev_0365,ev,simulation_feeder_05,1.4,2026-01-15T23:45:00+05:30,2026-01-16T00:01:45+05:30,0.391,0.313,0.391,15,16,2026-01-16T00:01:45+05:30,1.4,1.4,0.1928,0.9286,available,87.21,83.2,83.6,train,time series data/caltech/California_Garage_01/2-39-89-25-2019-08-13T16-23-29-714422.csv.gz
ev_0366,ev,simulation_feeder_06,3.79,2026-01-15T01:30:00+05:30,2026-01-15T06:22:47+05:30,4.646,3.717,18.494,15,292,2026-01-15T06:22:47+05:30,1.4,3.79,0.2038,0.9566,available,64.14,54.5,61.7,train,time series data/caltech/California_Garage_01/2-39-95-444-2020-02-14T20-09-19-242768.csv.gz
ev_0367,ev,simulation_feeder_07,3.6,2026-01-15T21:30:00+05:30,2026-01-16T11:15:38+05:30,15.648,12.518,49.538,15,825,2026-01-16T11:15:38+05:30,1.4,3.6,0.0251,0.904,available,61.74,38.8,64.1,train,time series data/caltech/California_Garage_01/2-39-79-377-2019-03-07T16-05-56-948538.csv.gz
ev_0368,ev,simulation_feeder_08,6.93,2026-01-15T21:00:00+05:30,2026-01-16T04:55:58+05:30,22.478,17.982,54.974,15,475,2026-01-16T04:55:58+05:30,1.4,6.93,0.1596,0.9324,available,99.87,49.8,72.3,train,time series data/caltech/California_Garage_01/2-39-79-383-2019-03-25T15-42-20-096968.csv.gz
ev_0369,ev,simulation_feeder_09,3.34,2026-01-15T21:30:00+05:30,2026-01-16T06:26:08+05:30,9.514,7.611,29.845,15,536,2026-01-16T06:26:08+05:30,1.4,3.34,0.2194,0.8852,available,90.96,69.3,79.8,train,time series data/jpl/Arroyo_Garage_01/1-1-193-816-2020-10-26T16-06-14-586353.csv.gz
ev_0370,ev,simulation_feeder_10,3.31,2026-01-15T21:00:00+05:30,2026-01-16T05:49:10+05:30,5.703,4.562,29.192,15,529,2026-01-16T05:49:10+05:30,1.4,3.31,0.039,0.9633,available,74.77,18.1,25.7,train,time series data/caltech/California_Garage_02/2-6-3-1362-2019-10-22T15-39-50-848747.csv.gz
ev_0371,ev,simulation_feeder_01,6.34,2026-01-15T19:00:00+05:30,2026-01-16T00:20:52+05:30,17.787,14.23,33.905,15,320,2026-01-16T00:20:52+05:30,1.4,6.34,0.0432,0.9216,available,70.61,50.5,75.7,train,time series data/caltech/California_Garage_02/2-6-3-1356-2019-10-16T13-44-21-057781.csv.gz
ev_0372,ev,simulation_feeder_02,3.35,2026-01-15T20:45:00+05:30,2026-01-16T00:35:56+05:30,4.414,3.531,12.894,15,230,2026-01-16T00:35:56+05:30,1.4,3.35,0.2147,0.9301,available,57.02,60.5,68.2,train,time series data/caltech/California_Garage_01/2-39-127-19-2019-05-09T15-28-35-482330.csv.gz
ev_0373,ev,simulation_feeder_03,10.18,2026-01-15T07:30:00+05:30,2026-01-15T07:45:15+05:30,2.323,1.858,2.587,15,15,2026-01-15T07:45:15+05:30,1.4,10.18,0.1049,0.9144,available,76.51,75.1,78.1,train,time series data/caltech/California_Garage_02/2-6-3-1362-2019-11-13T02-09-09-628992.csv.gz
ev_0374,ev,simulation_feeder_04,6.8,2026-01-15T04:30:00+05:30,2026-01-15T07:21:15+05:30,13.961,11.169,19.408,15,171,2026-01-15T07:21:15+05:30,1.4,6.8,0.0555,0.9286,available,59.17,38.2,61.8,train,time series data/caltech/California_Garage_01/2-39-127-19-2018-07-06T23-00-38-707636.csv.gz
ev_0375,ev,simulation_feeder_05,3.37,2026-01-15T23:30:00+05:30,2026-01-16T01:54:30+05:30,6.763,5.41,8.116,15,144,2026-01-16T01:54:30+05:30,1.4,3.37,0.0414,0.9325,available,95.77,31.1,38.2,train,time series data/caltech/California_Garage_01/2-39-88-438-2020-01-21T18-09-14-007267.csv.gz
ev_0376,ev,simulation_feeder_06,22.0,2026-01-15T17:30:00+05:30,2026-01-15T17:45:00+05:30,0.74,0.592,5.5,15,15,2026-01-15T17:45:00+05:30,1.4,22.0,0.1122,0.9054,available,74.46,32.1,33.1,train,time series data/caltech/N_Wilson_Garage_01/2-137-521-3845-2020-08-30T12-14-21-399734.csv.gz
ev_0377,ev,simulation_feeder_07,1.45,2026-01-15T21:30:00+05:30,2026-01-15T21:45:00+05:30,0.039,0.031,0.362,15,15,2026-01-15T21:45:00+05:30,1.4,1.45,0.1846,0.926,available,48.66,55.9,56.0,train,time series data/caltech/California_Garage_01/2-39-139-567-2018-06-05T16-04-22-937572.csv.gz
ev_0378,ev,simulation_feeder_08,3.55,2026-01-15T20:15:00+05:30,2026-01-16T03:03:05+05:30,5.359,4.287,24.145,15,408,2026-01-16T03:03:05+05:30,1.4,3.55,0.0518,0.8751,available,44.85,40.9,52.8,train,time series data/caltech/California_Garage_01/2-39-88-24-2018-06-27T14-50-56-498846.csv.gz
ev_0379,ev,simulation_feeder_09,1.83,2026-01-15T00:45:00+05:30,2026-01-15T04:34:36+05:30,0.888,0.71,7.003,15,229,2026-01-15T04:34:36+05:30,1.4,1.83,0.0387,0.8873,available,95.66,88.8,89.7,train,time series data/caltech/California_Garage_01/2-39-95-444-2019-04-22T19-19-15-098838.csv.gz
ev_0380,ev,simulation_feeder_10,11.12,2026-01-15T20:15:00+05:30,2026-01-15T20:35:07+05:30,3.198,2.558,3.728,15,20,2026-01-15T20:35:07+05:30,1.4,11.12,0.1641,0.9779,available,48.38,69.2,75.8,train,time series data/caltech/California_Garage_02/2-6-3-1629-2019-09-04T14-54-21-243393.csv.gz
ev_0381,ev,simulation_feeder_01,2.54,2026-01-15T07:45:00+05:30,2026-01-15T08:54:59+05:30,2.221,1.777,2.963,15,69,2026-01-15T08:54:59+05:30,1.4,2.54,0.2044,0.8628,available,95.75,29.7,32.0,train,time series data/caltech/California_Garage_01/2-39-78-365-2018-08-14T02-18-52-382515.csv.gz
ev_0382,ev,simulation_feeder_02,6.75,2026-01-15T22:15:00+05:30,2026-01-16T07:26:30+05:30,11.23,8.984,62.044,15,551,2026-01-16T07:26:30+05:30,1.4,6.75,0.0782,0.9835,available,77.61,42.5,57.0,train,time series data/caltech/California_Garage_01/2-39-139-567-2018-09-06T16-57-25-817295.csv.gz
ev_0383,ev,simulation_feeder_03,3.58,2026-01-15T21:15:00+05:30,2026-01-15T23:18:13+05:30,4.906,3.925,7.352,15,123,2026-01-15T23:18:13+05:30,1.4,3.58,0.0995,0.9038,available,72.6,50.1,56.9,train,time series data/caltech/California_Garage_01/2-39-139-28-2018-07-22T15-58-14-667606.csv.gz
ev_0384,ev,simulation_feeder_04,3.19,2026-01-15T22:00:00+05:30,2026-01-16T05:38:37+05:30,11.703,9.362,24.383,15,458,2026-01-16T05:38:37+05:30,1.4,3.19,0.0997,0.9005,available,69.25,10.5,27.4,train,time series data/caltech/S_Wilson_Garage_01/2-105-277-1697-2019-09-30T16-42-15-239637.csv.gz
ev_0385,ev,simulation_feeder_05,6.92,2026-01-15T20:00:00+05:30,2026-01-16T10:00:17+05:30,5.569,4.455,73.26,15,840,2026-01-16T10:00:17+05:30,1.4,6.92,0.2189,0.9739,available,73.26,39.0,46.6,train,time series data/caltech/California_Garage_01/2-39-139-28-2018-08-24T14-33-31-688846.csv.gz
ev_0386,ev,simulation_feeder_06,3.57,2026-01-15T05:15:00+05:30,2026-01-15T18:42:47+05:30,16.728,13.382,43.83,15,807,2026-01-15T18:42:47+05:30,1.4,3.57,0.1968,0.9198,available,43.83,29.0,67.2,train,time series data/caltech/California_Garage_01/2-39-79-379-2018-07-30T23-53-59-482243.csv.gz
ev_0387,ev,simulation_feeder_07,3.24,2026-01-15T07:30:00+05:30,2026-01-15T07:57:11+05:30,1.425,1.14,1.468,15,27,2026-01-15T07:57:11+05:30,1.4,3.24,0.1478,0.8813,available,78.64,65.5,67.3,train,time series data/caltech/S_Wilson_Garage_01/2-105-277-1696-2020-04-21T02-10-49-267571.csv.gz
ev_0388,ev,simulation_feeder_08,7.15,2026-01-15T22:00:00+05:30,2026-01-16T05:28:35+05:30,46.645,37.316,53.456,15,448,2026-01-16T05:28:35+05:30,1.4,7.15,0.1727,0.9285,available,93.31,23.1,73.1,train,time series data/caltech/California_Garage_01/2-39-79-381-2019-10-30T16-30-24-843730.csv.gz
ev_0389,ev,simulation_feeder_09,3.35,2026-01-15T02:15:00+05:30,2026-01-15T07:49:19+05:30,1.504,1.203,18.666,15,334,2026-01-15T07:49:19+05:30,1.4,3.35,0.056,0.9818,available,76.61,23.3,25.3,train,time series data/caltech/California_Garage_01/2-39-139-28-2018-12-18T20-57-06-834932.csv.gz
ev_0390,ev,simulation_feeder_10,5.12,2026-01-15T22:30:00+05:30,2026-01-16T07:28:28+05:30,12.813,10.25,45.949,15,538,2026-01-16T07:28:28+05:30,1.4,5.12,0.1522,0.9802,available,94.37,26.5,40.1,train,time series data/caltech/California_Garage_01/2-39-78-363-2019-09-05T17-07-34-261661.csv.gz
ev_0391,ev,simulation_feeder_01,6.73,2026-01-15T07:45:00+05:30,2026-01-15T08:03:48+05:30,1.887,1.51,2.109,15,18,2026-01-15T08:03:48+05:30,1.4,6.73,0.145,0.8648,available,47.2,81.9,85.9,train,time series data/caltech/California_Garage_01/2-39-78-365-2018-08-05T02-28-10-441095.csv.gz
ev_0392,ev,simulation_feeder_02,3.19,2026-01-15T01:00:00+05:30,2026-01-15T04:34:31+05:30,11.081,8.865,11.405,15,214,2026-01-15T04:34:31+05:30,1.4,3.19,0.1363,0.8931,available,37.22,44.6,74.4,train,time series data/jpl/Arroyo_Garage_01/1-1-179-787-2020-10-07T19-33-41-944954.csv.gz
ev_0393,ev,simulation_feeder_03,3.57,2026-01-15T22:15:00+05:30,2026-01-16T08:12:16+05:30,4.305,3.444,35.537,15,597,2026-01-16T08:12:16+05:30,1.4,3.57,0.0434,0.8791,available,39.45,40.5,51.4,train,time series data/caltech/California_Garage_01/2-39-125-21-2018-11-29T16-56-13-952876.csv.gz
ev_0394,ev,simulation_feeder_04,6.17,2026-01-15T01:00:00+05:30,2026-01-15T01:36:34+05:30,0.84,0.672,3.76,15,36,2026-01-15T01:36:34+05:30,1.4,6.17,0.0811,0.9453,available,72.8,54.6,55.8,train,time series data/jpl/Arroyo_Garage_01/1-1-191-792-2020-11-24T19-37-25-059953.csv.gz
ev_0395,ev,simulation_feeder_05,3.51,2026-01-15T23:15:00+05:30,2026-01-16T07:12:05+05:30,4.855,3.884,27.909,15,477,2026-01-16T07:12:05+05:30,1.4,3.51,0.1184,0.8908,available,91.78,78.2,83.5,train,time series data/caltech/California_Garage_01/2-39-90-26-2018-11-30T17-54-02-503270.csv.gz
ev_0396,ev,simulation_feeder_06,11.1,2026-01-15T10:45:00+05:30,2026-01-15T11:00:00+05:30,2.424,1.939,2.775,15,15,2026-01-15T11:00:00+05:30,1.4,11.1,0.1579,0.9198,available,68.98,40.4,43.9,train,time series data/caltech/California_Garage_02/2-6-3-1625-2020-06-29T05-25-15-890798.csv.gz
ev_0397,ev,simulation_feeder_07,6.4,2026-01-15T18:15:00+05:30,2026-01-16T00:13:36+05:30,13.043,10.434,38.251,15,358,2026-01-16T00:13:36+05:30,1.4,6.4,0.0583,0.9597,available,82.57,41.2,57.0,train,time series data/jpl/Arroyo_Garage_01/1-1-178-823-2020-10-20T12-50-55-092412.csv.gz
ev_0398,ev,simulation_feeder_08,10.95,2026-01-15T06:30:00+05:30,2026-01-15T09:00:56+05:30,26.655,21.324,27.545,15,150,2026-01-15T09:00:56+05:30,1.4,10.95,0.068,0.9319,available,81.74,22.9,55.5,train,time series data/caltech/California_Garage_02/2-6-3-1624-2019-08-03T01-00-04-778126.csv.gz
ev_0399,ev,simulation_feeder_09,3.36,2026-01-15T21:00:00+05:30,2026-01-16T02:49:24+05:30,7.855,6.284,19.566,15,349,2026-01-16T02:49:24+05:30,1.4,3.36,0.1448,0.8706,available,99.78,13.9,21.8,train,time series data/caltech/S_Wilson_Garage_01/2-105-277-1696-2020-09-25T15-38-41-696264.csv.gz
ev_0400,ev,simulation_feeder_10,1.72,2026-01-15T01:30:00+05:30,2026-01-15T03:20:05+05:30,0.519,0.415,3.156,15,110,2026-01-15T03:20:05+05:30,1.4,1.72,0.0548,0.986,available,45.1,54.4,55.6,train,time series data/caltech/California_Garage_01/2-39-79-380-2019-10-23T20-00-24-298778.csv.gz
ev_0401,ev,simulation_feeder_01,22.0,2026-01-15T09:45:00+05:30,2026-01-15T10:16:50.579435+05:30,11.676,9.341,11.676,15,31,2026-01-15T10:16:50.579435+05:30,1.4,22.0,0.199,0.9898,available,47.81,44.2,68.6,train,time series data/caltech/California_Garage_02/2-6-65-4549-2020-09-22T04-15-42-747944.csv.gz
ev_0402,ev,simulation_feeder_02,7.01,2026-01-15T21:00:00+05:30,2026-01-16T05:47:59+05:30,6.949,5.559,61.686,15,527,2026-01-16T05:47:59+05:30,1.4,7.01,0.0433,0.876,available,74.94,21.3,30.6,train,time series data/caltech/California_Garage_01/2-39-89-25-2018-07-17T15-35-09-098460.csv.gz
ev_0403,ev,simulation_feeder_03,7.05,2026-01-15T09:30:00+05:30,2026-01-15T19:08:22+05:30,41.881,33.505,67.958,15,578,2026-01-15T19:08:22+05:30,1.4,7.05,0.2122,0.9154,available,71.23,18.7,77.5,train,time series data/caltech/California_Garage_01/2-39-89-25-2018-07-09T04-10-16-301277.csv.gz
ev_0404,ev,simulation_feeder_04,3.36,2026-01-15T07:15:00+05:30,2026-01-15T07:38:50+05:30,0.765,0.612,1.335,15,23,2026-01-15T07:38:50+05:30,1.4,3.36,0.0363,0.9104,available,68.54,24.9,26.0,train,time series data/caltech/N_Wilson_Garage_01/2-137-441-3011-2020-08-06T01-57-49-542026.csv.gz
ev_0405,ev,simulation_feeder_05,8.45,2026-01-15T05:45:00+05:30,2026-01-15T07:03:01+05:30,10.156,8.125,10.987,15,78,2026-01-15T07:03:01+05:30,1.4,8.45,0.1584,0.8691,available,60.2,19.5,36.4,train,time series data/caltech/California_Garage_02/2-6-3-1369-2019-10-22T00-17-35-048816.csv.gz
ev_0406,ev,simulation_feeder_06,1.91,2026-01-15T01:15:00+05:30,2026-01-15T02:31:19+05:30,0.968,0.774,2.429,15,76,2026-01-15T02:31:19+05:30,1.4,1.91,0.1673,0.9171,available,63.84,24.7,26.2,train,time series data/caltech/California_Garage_01/2-39-129-17-2019-03-13T19-52-16-252200.csv.gz
ev_0407,ev,simulation_feeder_07,3.03,2026-01-15T03:15:00+05:30,2026-01-15T04:09:48+05:30,1.004,0.803,2.767,15,54,2026-01-15T04:09:48+05:30,1.4,3.03,0.129,0.9824,available,42.9,52.3,54.6,train,time series data/caltech/California_Garage_02/2-6-3-1361-2020-01-05T21-51-08-047126.csv.gz
ev_0408,ev,simulation_feeder_08,3.46,2026-01-15T02:30:00+05:30,2026-01-15T04:24:41+05:30,6.218,4.974,6.613,15,114,2026-01-15T04:24:41+05:30,1.4,3.46,0.0664,0.8618,available,56.34,52.5,63.5,train,time series data/caltech/N_Wilson_Garage_01/2-137-441-3000-2020-07-05T21-08-46-276970.csv.gz
ev_0409,ev,simulation_feeder_09,3.56,2026-01-15T01:00:00+05:30,2026-01-15T06:52:02+05:30,6.675,5.34,20.887,15,352,2026-01-15T06:52:02+05:30,1.4,3.56,0.1936,0.9527,available,43.08,67.6,83.1,train,time series data/caltech/California_Garage_01/2-39-88-24-2018-09-10T19-31-31-712991.csv.gz
ev_0410,ev,simulation_feeder_10,22.0,2026-01-15T08:15:00+05:30,2026-01-15T09:04:55.460687+05:30,13.697,10.958,18.306,15,49,2026-01-15T09:04:55.460687+05:30,1.4,22.0,0.1807,0.9349,available,70.09,61.0,80.5,train,time series data/caltech/California_Garage_01/2-39-81-4550-2020-09-10T02-46-16-906025.csv.gz
ev_0411,ev,simulation_feeder_01,6.84,2026-01-15T02:45:00+05:30,2026-01-15T06:14:27+05:30,13.87,11.096,23.877,15,209,2026-01-15T06:14:27+05:30,1.4,6.84,0.1292,0.968,available,48.51,12.4,41.0,train,time series data/caltech/California_Garage_01/2-39-139-28-2018-08-19T21-19-48-509362.csv.gz
ev_0412,ev,simulation_feeder_02,6.51,2026-01-15T20:30:00+05:30,2026-01-16T05:07:17+05:30,13.773,11.018,56.125,15,517,2026-01-16T05:07:17+05:30,1.4,6.51,0.2086,0.9286,available,92.05,71.4,86.4,train,time series data/caltech/California_Garage_02/2-6-3-1368-2019-11-26T15-09-10-671117.csv.gz
ev_0413,ev,simulation_feeder_03,6.89,2026-01-15T07:30:00+05:30,2026-01-15T10:10:41+05:30,14.069,11.255,18.452,15,160,2026-01-15T10:10:41+05:30,1.4,6.89,0.1765,0.882,available,66.75,67.0,88.1,train,time series data/caltech/California_Garage_01/2-39-91-437-2018-06-25T02-09-49-305660.csv.gz
ev_0414,ev,simulation_feeder_04,6.51,2026-01-15T09:45:00+05:30,2026-01-15T12:27:57+05:30,16.6,13.28,17.68,15,162,2026-01-15T12:27:57+05:30,1.4,6.51,0.0428,0.969,available,51.9,52.5,84.5,train,time series data/caltech/S_Wilson_Garage_01/2-105-277-1699-2019-11-16T04-26-10-089919.csv.gz
ev_0415,ev,simulation_feeder_05,3.08,2026-01-15T07:30:00+05:30,2026-01-15T07:45:00+05:30,0.415,0.332,0.77,15,15,2026-01-15T07:45:00+05:30,1.4,3.08,0.0323,0.8895,available,51.84,41.6,42.4,train,time series data/caltech/California_Garage_02/2-6-3-1368-2019-08-24T02-14-28-872138.csv.gz
ev_0416,ev,simulation_feeder_06,6.88,2026-01-15T21:15:00+05:30,2026-01-15T22:11:41+05:30,3.804,3.043,6.5,15,56,2026-01-15T22:11:41+05:30,1.4,6.88,0.0348,0.9738,available,84.75,11.9,16.4,train,time series data/caltech/California_Garage_01/2-39-90-26-2018-10-24T15-57-49-716428.csv.gz
ev_0417,ev,simulation_feeder_07,6.48,2026-01-15T21:15:00+05:30,2026-01-16T04:10:45+05:30,13.903,11.122,44.901,15,415,2026-01-16T04:10:45+05:30,1.4,6.48,0.214,0.9582,available,50.25,24.9,52.6,train,time series data/caltech/California_Garage_01/2-39-128-562-2018-08-31T15-57-29-982175.csv.gz
ev_0418,ev,simulation_feeder_08,1.79,2026-01-15T22:15:00+05:30,2026-01-16T06:29:05+05:30,0.99,0.792,14.74,15,494,2026-01-16T06:29:05+05:30,1.4,1.79,0.0777,0.8984,available,56.46,50.8,52.6,train,time series data/caltech/California_Garage_01/2-39-78-366-2019-07-11T16-56-58-911917.csv.gz
ev_0419,ev,simulation_feeder_09,1.4,2026-01-15T01:45:00+05:30,2026-01-15T02:00:00+05:30,0.01,0.008,0.35,15,15,2026-01-15T02:00:00+05:30,1.4,1.4,0.0559,0.9513,available,37.7,59.6,59.6,train,time series data/caltech/California_Garage_01/2-39-138-566-2018-09-27T20-27-48-592310.csv.gz
ev_0420,ev,simulation_feeder_10,7.07,2026-01-15T00:15:00+05:30,2026-01-15T02:14:33+05:30,13.514,10.811,14.087,15,119,2026-01-15T02:14:33+05:30,1.4,7.07,0.2079,0.9211,available,37.15,42.4,78.8,train,time series data/caltech/California_Garage_01/2-39-129-17-2018-10-06T18-54-13-755526.csv.gz
ev_0421,ev,simulation_feeder_01,6.7,2026-01-15T04:45:00+05:30,2026-01-15T05:00:00+05:30,0.171,0.137,1.675,15,15,2026-01-15T05:00:00+05:30,1.4,6.7,0.184,0.8788,available,76.55,20.8,21.0,train,time series data/caltech/California_Garage_01/2-39-129-17-2018-07-21T23-18-03-977015.csv.gz
ev_0422,ev,simulation_feeder_02,6.68,2026-01-15T09:45:00+05:30,2026-01-15T10:00:00+05:30,0.04,0.032,1.67,15,15,2026-01-15T10:00:00+05:30,1.4,6.68,0.1203,0.887,available,52.34,87.0,87.1,train,time series data/caltech/California_Garage_01/2-39-79-381-2018-09-11T04-21-39-236159.csv.gz
ev_0423,ev,simulation_feeder_03,6.56,2026-01-15T22:30:00+05:30,2026-01-16T05:54:14+05:30,11.108,8.886,48.57,15,444,2026-01-16T05:54:14+05:30,1.4,6.56,0.1118,0.9078,available,95.35,64.1,75.7,train,time series data/caltech/California_Garage_01/2-39-92-436-2020-01-30T17-08-27-934445.csv.gz
ev_0424,ev,simulation_feeder_04,7.07,2026-01-15T07:15:00+05:30,2026-01-15T08:39:28+05:30,9.328,7.462,9.953,15,84,2026-01-15T08:39:28+05:30,1.4,7.07,0.0876,0.8646,available,63.8,73.1,87.7,train,time series data/caltech/California_Garage_01/2-39-138-29-2018-10-13T01-56-00-464515.csv.gz
ev_0425,ev,simulation_feeder_05,1.7,2026-01-15T23:15:00+05:30,2026-01-16T03:52:49+05:30,0.883,0.706,7.871,15,277,2026-01-16T03:52:49+05:30,1.4,1.7,0.1834,0.9827,available,51.0,71.0,72.7,train,time series data/caltech/California_Garage_01/2-39-79-382-2018-11-05T17-52-50-444666.csv.gz
ev_0426,ev,simulation_feeder_06,1.81,2026-01-15T23:30:00+05:30,2026-01-16T06:22:48+05:30,0.883,0.706,12.453,15,412,2026-01-16T06:22:48+05:30,1.4,1.81,0.1762,0.9442,available,36.66,48.0,50.4,train,time series data/caltech/California_Garage_01/2-39-89-439-2019-06-05T18-11-14-393912.csv.gz
ev_0427,ev,simulation_feeder_07,10.92,2026-01-15T21:30:00+05:30,2026-01-16T05:43:36+05:30,30.37,24.296,64.42,15,493,2026-01-16T05:43:36+05:30,1.4,10.92,0.1045,0.8877,available,64.42,11.9,59.0,train,time series data/caltech/California_Garage_02/2-6-3-1624-2019-04-25T16-01-53-618801.csv.gz
ev_0428,ev,simulation_feeder_08,3.37,2026-01-15T08:45:00+05:30,2026-01-15T22:07:38+05:30,6.463,5.17,45.081,15,802,2026-01-15T22:07:38+05:30,1.4,3.37,0.098,0.8955,available,76.67,56.2,64.6,train,time series data/caltech/California_Garage_01/2-39-79-377-2018-08-16T03-18-17-058844.csv.gz
